timestamp,unnamed: 0,open,high,low,close,volume,date,time,close_fut,oi,atm_strike,call_iv,put_iv,call_oi,put_oi
2015-01-01 11:50:00,2015-01-01 11:50:00,107.90672180060744,109.04375750146824,105.70467043516364,108.89218800262591,8315,2015-01-01,11:50:00,108.19769414565084,5826926,100.0,15.40075166801407,15.615705945727877,425364,239324
2015-01-01 11:55:00,2015-01-01 11:55:00,109.1115650068992,110.24414778914884,107.53715862681464,109.00831229694964,6449,2015-01-01,11:55:00,108.59478844611812,7898421,100.0,11.108225262984847,14.846431005196957,341394,444892
2015-01-01 12:00:00,2015-01-01 12:00:00,108.16834109889388,108.18682442679842,107.78065013863322,108.78370711272775,7347,2015-01-01,12:00:00,108.13425986358196,6374442,100.0,16.03900180899169,18.20237075783356,357559,304766
2015-01-01 12:05:00,2015-01-01 12:05:00,108.08071732563472,108.67489257990816,106.97513682357248,108.19291255411665,4848,2015-01-01,12:05:00,108.0010676893555,8443732,100.0,15.225370230902696,18.09582653730429,335899,367260
2015-01-01 12:10:00,2015-01-01 12:10:00,109.92331727902372,110.40333521646173,109.3208378167092,110.6959600343205,5357,2015-01-01,12:10:00,110.6549109767335,6402887,100.0,14.935477284049604,14.351331528350098,144957,251018
2015-01-01 12:15:00,2015-01-01 12:15:00,108.81736493761858,110.57996872265488,108.28595958110984,108.7871446458768,4064,2015-01-01,12:15:00,108.1093653027064,9878488,100.0,13.08619558408113,16.625578750805705,154973,100565
2015-01-01 12:20:00,2015-01-01 12:20:00,107.70747060616138,107.99590344997073,107.42892777083526,107.39038392648528,2270,2015-01-01,12:20:00,107.35703218326874,5690113,100.0,17.495932461165093,14.976479861665814,374108,438136
2015-01-01 12:25:00,2015-01-01 12:25:00,108.718240588481,110.19338512908892,107.79629023739376,108.96745814620228,4388,2015-01-01,12:25:00,108.86442204066604,5477597,100.0,17.087140942480147,17.334303352410654,129718,213245
2015-01-01 12:30:00,2015-01-01 12:30:00,107.86267490897812,108.52409466938764,107.68427885256042,108.16142258122233,6950,2015-01-01,12:30:00,109.0118936539641,8891683,100.0,15.177603187049256,17.63555916315455,324139,368012
2015-01-01 12:35:00,2015-01-01 12:35:00,108.9455051825346,110.49706261560266,108.40996810884369,108.42168831851076,1556,2015-01-01,12:35:00,108.3465339295929,5138545,100.0,14.761316177532471,17.923891760446374,301555,318624
2015-01-01 12:40:00,2015-01-01 12:40:00,108.917740442651,111.16963569060404,107.78838622573043,109.4742859034322,2599,2015-01-01,12:40:00,109.02850631985012,5584685,100.0,18.231584385362265,18.96758311248232,188642,411085
2015-01-01 12:45:00,2015-01-01 12:45:00,108.3673047547818,109.19352723206124,107.42870803019,108.02618215049442,2138,2015-01-01,12:45:00,108.11419710570225,7467019,100.0,13.650796715148475,15.239011403217358,280949,455805
2015-01-01 12:50:00,2015-01-01 12:50:00,108.83132610894816,109.14730342028842,107.4300568560918,108.52478845373804,6442,2015-01-01,12:50:00,107.7843410566871,5273168,100.0,16.558259975425376,18.8854193369079,247718,351489
2015-01-01 12:55:00,2015-01-01 12:55:00,106.91553096711804,108.2709399816548,106.63994345512468,106.7870383612648,9623,2015-01-01,12:55:00,106.43778535434882,5285813,100.0,14.60804049007327,12.350826873764817,435888,422511
2015-01-01 13:00:00,2015-01-01 13:00:00,107.39237399766552,107.56840748685975,105.57051455112708,107.74738605976198,3990,2015-01-01,13:00:00,107.16577289841376,9584884,100.0,12.310020620146538,12.361679084029864,255235,355841
2015-01-01 13:05:00,2015-01-01 13:05:00,107.77464394086982,107.8818626952064,107.00102403961148,108.89855649463344,5469,2015-01-01,13:05:00,109.44097162841256,5119591,100.0,15.173634552493162,15.957585041755127,465140,424263
2015-01-01 13:10:00,2015-01-01 13:10:00,107.28953368523914,108.54276423421804,105.5364964908517,107.83814671122508,6352,2015-01-01,13:10:00,107.11286252740176,6812208,100.0,15.739569197690193,15.723443964319417,424191,414747
2015-01-01 13:15:00,2015-01-01 13:15:00,104.2278609877619,104.68819202441252,103.2327325690486,103.72072510073367,2421,2015-01-01,13:15:00,104.30171412257594,5716001,100.0,13.840047057078229,17.230306983363022,134677,100475
2015-01-01 13:20:00,2015-01-01 13:20:00,106.05461531864655,106.24423421672962,104.85525655304174,106.43228801298751,8468,2015-01-01,13:20:00,106.25873205761476,8576242,100.0,15.127764815342484,15.23405659080662,443928,499867
2015-01-01 13:25:00,2015-01-01 13:25:00,105.57760320851892,107.20476567496472,104.98305826027288,105.6657909567353,4920,2015-01-01,13:25:00,105.47923428264929,7249818,100.0,16.6838228726879,18.17308963280941,384969,383894
2015-01-01 13:30:00,2015-01-01 13:30:00,105.28416076704792,106.47701068680752,104.57481351592249,104.7147492153948,1481,2015-01-01,13:30:00,104.892238414646,7291851,100.0,12.35790124372338,12.964896149793582,449627,430665
2015-01-01 13:35:00,2015-01-01 13:35:00,105.43492229998068,106.10977080182772,104.98153022803164,105.56699305588388,2796,2015-01-01,13:35:00,105.44685380987508,5739300,100.0,16.383822962692747,15.406504258221634,268945,291885
2015-01-01 13:40:00,2015-01-01 13:40:00,105.60566865405744,106.04074928550683,105.3273936022418,105.2889489479642,5628,2015-01-01,13:40:00,104.91262902299384,7396988,100.0,13.800912618770113,14.813519948918032,370943,388133
2015-01-01 13:45:00,2015-01-01 13:45:00,106.71004064996896,106.83443170864714,106.60766133261518,107.47049750270833,4170,2015-01-01,13:45:00,107.1349668758619,8612629,100.0,17.041292264434173,17.60723893558703,314896,153546
2015-01-01 13:50:00,2015-01-01 13:50:00,107.14805541286626,107.77038285473476,106.79376365695371,107.02393545789052,7627,2015-01-01,13:50:00,106.45774358972388,6973270,100.0,16.351210306584626,15.33395345648822,255016,440834
2015-01-01 13:55:00,2015-01-01 13:55:00,107.98411726774674,109.33745622246984,106.08738210514964,108.1931754027159,4491,2015-01-01,13:55:00,107.48612195080048,8526355,100.0,17.237659090424298,15.504645363456223,265832,342721
2015-01-01 14:00:00,2015-01-01 14:00:00,106.86698005680644,108.4150131769979,106.39056527705104,106.50837362062984,4097,2015-01-01,14:00:00,106.43535344259683,6262333,100.0,17.42916705616367,15.504142429878325,109353,455822
2015-01-01 14:05:00,2015-01-01 14:05:00,107.40734518061367,108.17327058106684,107.08213480561528,107.37064013144855,2328,2015-01-01,14:05:00,106.46801787117032,9892006,100.0,10.057967264408385,13.199468566517815,143712,351042
2015-01-01 14:10:00,2015-01-01 14:10:00,108.7927603533035,109.28439608907324,107.75826231249027,109.31341680315118,8005,2015-01-01,14:10:00,109.39993898627029,9956378,100.0,13.364655356745764,17.706260147350402,156156,190160
2015-01-01 14:15:00,2015-01-01 14:15:00,109.45470753109588,110.23881211626642,107.23529100830643,109.44719426643222,2065,2015-01-01,14:15:00,109.22603840075767,5888129,100.0,17.900945790993205,14.34178238516028,471157,289483
2015-01-01 14:20:00,2015-01-01 14:20:00,110.66187043718956,111.79316595280592,110.07560687164724,110.38428555141596,2636,2015-01-01,14:20:00,110.73545034293764,5201913,100.0,10.76044589911447,14.163660281555138,214387,401271
2015-01-01 14:25:00,2015-01-01 14:25:00,111.1272619042653,111.55505720117704,110.69625038799288,110.91010152786323,5790,2015-01-01,14:25:00,110.66388725334076,8407471,100.0,12.725887388698492,15.035100164850189,380819,118614
2015-01-01 14:30:00,2015-01-01 14:30:00,111.45966758272138,111.93200152883632,110.76003843685604,111.44652030346032,3617,2015-01-01,14:30:00,110.45700676510202,5228733,100.0,18.075519113528124,15.56965806213982,372314,251840
2015-01-01 14:35:00,2015-01-01 14:35:00,112.40597783544509,113.76711129034044,112.02173074303778,112.09757384677708,3465,2015-01-01,14:35:00,112.53229908694688,6565680,100.0,17.04097164793213,18.375579034604183,162394,474586
2015-01-01 14:40:00,2015-01-01 14:40:00,113.87224744604433,114.73633932023328,113.8388702939928,114.03620682983768,5274,2015-01-01,14:40:00,114.15393911791884,8677060,100.0,9.43873986780369,16.948863036120677,460167,312868
2015-01-01 14:45:00,2015-01-01 14:45:00,113.0549873238631,113.07763559959112,112.45178745634188,112.68442229096158,5909,2015-01-01,14:45:00,112.08639005065594,6098341,100.0,19.348510972679197,18.754462994547204,499993,261007
2015-01-01 14:50:00,2015-01-01 14:50:00,112.37039714972164,114.6172791021346,112.31753209666648,112.16391265528117,4076,2015-01-01,14:50:00,113.0663198053502,9904972,100.0,13.3884461946671,13.828690756159489,271426,204674
2015-01-01 14:55:00,2015-01-01 14:55:00,113.98474982425395,116.00832132852572,111.93556689925184,113.89249491704858,4201,2015-01-01,14:55:00,113.95614374342414,8147248,100.0,13.41089397913483,16.50196659856308,285969,326136
2015-01-01 15:00:00,2015-01-01 15:00:00,113.870127911025,114.85434684762606,113.72543204070422,113.35524859685898,8410,2015-01-01,15:00:00,111.62080106310958,9976065,100.0,14.927211269083696,20.660416335465676,396133,264365
2015-01-01 15:05:00,2015-01-01 15:05:00,115.75064603570527,116.7566449497428,115.45817482278328,115.54496432835802,9469,2015-01-01,15:05:00,115.91795510738191,8385089,100.0,18.614645196997213,19.82766534895888,105342,155226
2015-01-01 15:10:00,2015-01-01 15:10:00,115.54505752342168,117.82694830160244,113.4151893786662,115.6037374755553,5781,2015-01-01,15:10:00,116.226353897481,8521788,100.0,14.58187500660222,13.94417113881099,222670,293509
2015-01-01 15:15:00,2015-01-01 15:15:00,114.29804853576508,115.55677114893842,113.526564791697,113.93484205210716,9833,2015-01-01,15:15:00,114.765459265024,7826917,100.0,16.68408893554861,17.786229615826805,147902,373736
2015-01-01 15:20:00,2015-01-01 15:20:00,114.50144367525836,115.12653519307511,113.3826057994913,114.84023305595716,4009,2015-01-01,15:20:00,114.56419582314486,9832367,100.0,15.9688140382875,16.970612728467533,429752,368693
2015-01-01 15:25:00,2015-01-01 15:25:00,114.27368444977807,115.21011050643808,113.27786142102325,114.2939577576064,4060,2015-01-01,15:25:00,114.42311159861131,9999939,100.0,17.497402404266893,17.91345970189179,270294,411095
2015-01-01 15:30:00,2015-01-01 15:30:00,113.93901324086626,114.542651480222,113.38980123443775,113.81136781449815,1393,2015-01-01,15:30:00,112.968975225406,5872605,100.0,16.968219870493318,13.683201142967626,332445,476304
2015-01-02 09:15:00,2015-01-02 09:15:00,113.55375168132066,114.50255404637362,113.0184091458907,113.81940219676962,5764,2015-01-02,09:15:00,113.43385071311496,6990636,100.0,11.219774920066412,16.07519742446342,240056,419915
2015-01-02 09:20:00,2015-01-02 09:20:00,114.22836528261404,114.7252311130522,112.45882496144624,114.2910819957114,7985,2015-01-02,09:20:00,114.2402957311824,5878647,100.0,17.166316973878313,18.646664526191845,386807,158358
2015-01-02 09:25:00,2015-01-02 09:25:00,114.27796324182532,114.61908895705548,113.03210193341964,113.94552056123982,5337,2015-01-02,09:25:00,113.12672309331964,8339946,100.0,18.48889596361819,16.380337021727723,262102,140294
2015-01-02 09:30:00,2015-01-02 09:30:00,115.93645897747513,116.4180388943425,114.3922243983932,116.01994032575772,3790,2015-01-02,09:30:00,115.66005693353245,9964272,100.0,15.383995235760942,17.659554753839657,415878,218939
2015-01-02 09:35:00,2015-01-02 09:35:00,116.2035934646692,116.32645996148368,114.23423723846824,116.3318052847498,1726,2015-01-02,09:35:00,115.59669781169391,8637523,100.0,14.093241993532214,20.080647445847077,284294,429352
2015-01-02 09:40:00,2015-01-02 09:40:00,115.94096163694924,116.50741581282652,113.58922327817903,116.08233961612906,3751,2015-01-02,09:40:00,117.28095696297828,9648395,100.0,15.135158453701376,18.437328848172346,207036,294213
2015-01-02 09:45:00,2015-01-02 09:45:00,115.82796255854548,117.17365506731578,114.5551416926134,116.15416230130306,5177,2015-01-02,09:45:00,115.81837776967028,8526661,100.0,10.862437742372917,19.90351450022746,401991,175904
2015-01-02 09:50:00,2015-01-02 09:50:00,115.68911004456751,116.95915901936712,115.51566331009973,115.55459953326547,1823,2015-01-02,09:50:00,115.11239662344404,8096891,100.0,13.971050793627818,15.44903386345098,449087,459338
2015-01-02 09:55:00,2015-01-02 09:55:00,115.43713661120589,116.05401292566616,114.8337288019686,114.96984519994317,8280,2015-01-02,09:55:00,114.63675564576278,9362956,100.0,16.630742092350896,17.02476124699978,144609,383864
2015-01-02 10:00:00,2015-01-02 10:00:00,116.43308040356791,118.06820099859804,115.97469888690068,115.96150074885074,8545,2015-01-02,10:00:00,116.69215595325556,7514979,100.0,16.040116701322827,16.647964988224164,499995,263330
2015-01-02 10:05:00,2015-01-02 10:05:00,115.23762238048188,116.58997325435078,112.60971756594677,115.3881643771882,2550,2015-01-02,10:05:00,115.26978892319016,8528302,100.0,12.868967471245591,16.954035263119103,218533,181660
2015-01-02 10:10:00,2015-01-02 10:10:00,114.4143145744694,114.60054258388924,113.26066497325029,114.66158972705271,9847,2015-01-02,10:10:00,115.22466540547742,7568019,100.0,14.825960423408016,14.744543681367102,378928,177823
2015-01-02 10:15:00,2015-01-02 10:15:00,114.1277307440918,114.1501927486716,114.08932972247624,114.06001207179396,6761,2015-01-02,10:15:00,114.18707195901332,6555183,100.0,15.919986930202125,15.595721596463404,419765,209375
2015-01-02 10:20:00,2015-01-02 10:20:00,112.48089944538178,114.3630795212864,112.3911568152895,112.42392748416306,5615,2015-01-02,10:20:00,113.04625516278482,7564129,100.0,10.898716254645937,16.029191305379623,215808,212058
2015-01-02 10:25:00,2015-01-02 10:25:00,112.29701144023596,113.13172728957502,111.5847741058332,112.1496552432257,2287,2015-01-02,10:25:00,112.25985745178092,6246564,100.0,12.498912042481855,14.575523743112171,218402,452874
2015-01-02 10:30:00,2015-01-02 10:30:00,112.34563255700684,113.00375221577772,111.03624570913486,111.74213545616108,1926,2015-01-02,10:30:00,111.99012789935853,7858541,100.0,14.840225481180816,17.84555710434507,230020,338312
2015-01-02 10:35:00,2015-01-02 10:35:00,112.43938895963667,112.7042197500519,111.42262432331512,111.85492902375046,3924,2015-01-02,10:35:00,112.67929241760454,7854350,100.0,19.949846958775204,16.10141477520702,188492,235785
2015-01-02 10:40:00,2015-01-02 10:40:00,111.1963944589435,111.44269260354272,109.18127094518944,110.87305202892682,6867,2015-01-02,10:40:00,111.1523629743656,9661256,100.0,14.608499539598755,18.43862760595433,455246,469295
2015-01-02 10:45:00,2015-01-02 10:45:00,111.07115661094304,111.8769551902899,110.1648645476514,110.3397454402264,1079,2015-01-02,10:45:00,110.33309184016882,5169740,100.0,16.649561771036005,14.025506550283868,164125,479296
2015-01-02 10:50:00,2015-01-02 10:50:00,110.95867650611991,111.96811023634268,110.32021615444977,111.09583550425036,3479,2015-01-02,10:50:00,112.02064631768395,6380377,100.0,14.602886698025438,15.553195620659164,177265,246804
2015-01-02 10:55:00,2015-01-02 10:55:00,108.7630215625019,108.85545439061018,108.62514826715996,109.29057109856952,7733,2015-01-02,10:55:00,109.36849418124211,8384601,100.0,15.373669840683515,17.571689222891454,279734,164772
2015-01-02 11:00:00,2015-01-02 11:00:00,108.06723308767045,108.63834358768968,107.67322518184652,108.22697527930328,4035,2015-01-02,11:00:00,108.60502398824237,9414435,100.0,14.616909720106442,16.086462788917245,264437,116549
2015-01-02 11:05:00,2015-01-02 11:05:00,108.62380074743903,108.77799405169054,107.94982546837996,109.23491707335468,8720,2015-01-02,11:05:00,109.1514462176408,5002194,100.0,16.83999651683176,14.375785770782752,141075,425785
2015-01-02 11:10:00,2015-01-02 11:10:00,108.40572664269372,109.40013612959832,108.30632687951368,107.31234664335734,7879,2015-01-02,11:10:00,106.76841473873824,8150565,100.0,15.321287477457728,13.7674265030811,282094,459365
2015-01-02 11:15:00,2015-01-02 11:15:00,109.18544907436002,110.26207014330616,108.80773194928626,109.0993229490896,2483,2015-01-02,11:15:00,108.97109705928452,5905025,100.0,15.53110854508971,17.398511616529174,492054,455637
2015-01-02 11:20:00,2015-01-02 11:20:00,109.38655074515032,110.63216254811104,108.72936986520172,109.03076873003428,6673,2015-01-02,11:20:00,109.55984505576608,8843925,100.0,17.75440098694155,17.268692355642063,246246,451127
2015-01-02 11:25:00,2015-01-02 11:25:00,109.37433912493827,110.31536566568845,107.85314983926558,109.3486831365295,9972,2015-01-02,11:25:00,109.08562355682908,7595175,100.0,16.428708032927975,16.00280664991129,220730,158710
2015-01-02 11:30:00,2015-01-02 11:30:00,110.48176125641676,111.0159960932594,109.62255311084044,110.54007682975372,8037,2015-01-02,11:30:00,110.719771866112,6103274,100.0,9.876364056615037,15.684776244627855,135112,390940
2015-01-02 11:35:00,2015-01-02 11:35:00,111.438272592574,111.98298966228523,110.28209079878371,112.21464383248949,9302,2015-01-02,11:35:00,111.48181343983968,8162198,100.0,13.86999418694494,18.043129705073,163269,180795
2015-01-02 11:40:00,2015-01-02 11:40:00,111.25742186731632,111.36370072333796,109.7747975108801,112.18713951032272,6325,2015-01-02,11:40:00,112.11031733533264,9208713,100.0,14.740459107310512,18.528064159479623,312339,205474
2015-01-02 11:45:00,2015-01-02 11:45:00,111.9194035711397,112.4410822558724,111.0230705030934,112.74400974795368,6494,2015-01-02,11:45:00,112.54752271950282,6795481,100.0,12.95370168514732,14.95556405806403,194404,365417
2015-01-02 11:50:00,2015-01-02 11:50:00,110.12149499269022,110.5942728526217,109.75460835054945,109.93011388126288,6079,2015-01-02,11:50:00,110.25445620620066,6338627,100.0,13.336730807049538,11.940454409507826,231047,235085
2015-01-02 11:55:00,2015-01-02 11:55:00,109.19600931031518,109.5279185098095,108.59405411246898,109.46613691127936,9055,2015-01-02,11:55:00,108.995108330213,6145177,100.0,14.694967918994436,15.842082520743809,454541,368255
2015-01-02 12:00:00,2015-01-02 12:00:00,108.7307523613691,108.90898580157766,108.32689524366792,109.29717796664124,2263,2015-01-02,12:00:00,109.7281730740147,9945979,100.0,14.553694678343012,15.512226096919278,104546,272199
2015-01-02 12:05:00,2015-01-02 12:05:00,108.3470269017498,108.65047140928752,107.7575456048066,108.25278781595928,6027,2015-01-02,12:05:00,107.54424994019504,7359919,100.0,15.923427814910418,17.645668309031482,479677,128345
2015-01-02 12:10:00,2015-01-02 12:10:00,109.83119297822364,110.02662991593408,109.2450205209125,110.59375440506764,4848,2015-01-02,12:10:00,110.29772605906504,7096128,100.0,12.361957178199436,15.739782439313396,367607,303334
2015-01-02 12:15:00,2015-01-02 12:15:00,108.35339748533518,108.48834945133382,107.00015086368155,109.077400937426,5612,2015-01-02,12:15:00,109.9713619216937,9767628,100.0,13.50272587787676,13.780945901715056,255383,165350
2015-01-02 12:20:00,2015-01-02 12:20:00,107.91781779410324,108.79372634125232,106.72491628304935,108.18569383138492,4166,2015-01-02,12:20:00,108.12011045723472,6894583,100.0,13.827100158704104,18.086109489391315,300994,198110
2015-01-02 12:25:00,2015-01-02 12:25:00,108.92165980637024,109.87378082798996,108.02101673296686,109.28603611532516,8962,2015-01-02,12:25:00,108.4237590433868,5964402,100.0,16.903540780707026,14.213948884166507,369815,269170
2015-01-02 12:30:00,2015-01-02 12:30:00,108.04601091729305,109.69871035875089,106.59594780777611,107.45328836175985,9381,2015-01-02,12:30:00,107.01499233434502,9293203,100.0,13.173575462675853,17.974052571933676,216922,151574
2015-01-02 12:35:00,2015-01-02 12:35:00,107.10504646152302,107.82449129782094,106.856560144234,106.85292422539544,1042,2015-01-02,12:35:00,106.89407879934404,7716794,100.0,14.318843945732322,16.272461362223776,286711,124885
2015-01-02 12:40:00,2015-01-02 12:40:00,106.51063813279958,107.15048389118522,105.57235675975136,106.46986646536304,1939,2015-01-02,12:40:00,106.74649544304148,6934977,100.0,12.110665635585548,14.246300837668004,494791,134938
2015-01-02 12:45:00,2015-01-02 12:45:00,107.39429769660988,108.64073175884214,106.92037457315146,107.192059255494,5364,2015-01-02,12:45:00,107.21731112392412,5213991,100.0,13.772458421473576,11.795340415120249,423293,334933
2015-01-02 12:50:00,2015-01-02 12:50:00,107.10942595043916,108.43534947915704,106.47891686049628,107.13144263082027,8458,2015-01-02,12:50:00,107.3752500651656,6163654,100.0,15.275552191239356,15.684012481278218,145595,109384
2015-01-02 12:55:00,2015-01-02 12:55:00,106.96366796254424,107.37810035549408,106.25286345399182,106.80646878092044,3858,2015-01-02,12:55:00,106.60917023734702,9515612,100.0,13.91257460134005,19.81265589148366,282138,446472
2015-01-02 13:00:00,2015-01-02 13:00:00,106.98216251204282,107.74024050105496,106.0714213675499,106.76853480876512,2653,2015-01-02,13:00:00,106.72435702497008,9393908,100.0,14.614179432257949,14.576824845855947,126200,135067
2015-01-02 13:05:00,2015-01-02 13:05:00,107.39164071760824,107.8515025647448,106.89596157378033,107.27772386677432,7212,2015-01-02,13:05:00,107.95514554012594,8570336,100.0,16.675719949683426,18.60732695865597,347892,373067
2015-01-02 13:10:00,2015-01-02 13:10:00,108.50646890436424,110.37470185039332,106.67356857791955,108.88132148360174,6898,2015-01-02,13:10:00,109.50597427199592,5803337,100.0,15.964779627607069,16.8962480653821,284576,457806
