,open,high,low,close,volume,date,time
2015-01-02 10:35:00,112.43938895963669,112.7042197500519,111.42262432331513,111.85492902375046,3924,2015-01-02,10:35:00
2015-01-02 10:40:00,111.1963944589435,111.44269260354272,109.18127094518945,110.87305202892682,6867,2015-01-02,10:40:00
2015-01-02 10:45:00,111.07115661094304,111.8769551902899,110.16486454765139,110.33974544022641,1079,2015-01-02,10:45:00
2015-01-02 10:50:00,110.95867650611993,111.96811023634267,110.32021615444975,111.09583550425036,3479,2015-01-02,10:50:00
2015-01-02 10:55:00,108.7630215625019,108.85545439061018,108.62514826715996,109.29057109856953,7733,2015-01-02,10:55:00
2015-01-02 11:00:00,108.06723308767043,108.63834358768969,107.67322518184652,108.22697527930328,4035,2015-01-02,11:00:00
2015-01-02 11:05:00,108.62380074743903,108.77799405169054,107.94982546837997,109.23491707335467,8720,2015-01-02,11:05:00
2015-01-02 11:10:00,108.40572664269372,109.40013612959831,108.30632687951369,107.31234664335734,7879,2015-01-02,11:10:00
2015-01-02 11:15:00,109.18544907436002,110.26207014330616,108.80773194928626,109.09932294908961,2483,2015-01-02,11:15:00
2015-01-02 11:20:00,109.38655074515033,110.63216254811103,108.72936986520173,109.03076873003428,6673,2015-01-02,11:20:00
2015-01-02 11:25:00,109.37433912493827,110.31536566568843,107.85314983926558,109.3486831365295,9972,2015-01-02,11:25:00
2015-01-02 11:30:00,110.48176125641675,111.0159960932594,109.62255311084044,110.54007682975372,8037,2015-01-02,11:30:00
2015-01-02 11:35:00,111.43827259257401,111.98298966228525,110.28209079878373,112.21464383248949,9302,2015-01-02,11:35:00
2015-01-02 11:40:00,111.25742186731631,111.36370072333797,109.7747975108801,112.18713951032271,6325,2015-01-02,11:40:00
2015-01-02 11:45:00,111.9194035711397,112.4410822558724,111.02307050309341,112.74400974795368,6494,2015-01-02,11:45:00
2015-01-02 11:50:00,110.12149499269022,110.5942728526217,109.75460835054945,109.93011388126287,6079,2015-01-02,11:50:00
2015-01-02 11:55:00,109.19600931031518,109.5279185098095,108.59405411246898,109.46613691127936,9055,2015-01-02,11:55:00
2015-01-02 12:00:00,108.7307523613691,108.90898580157766,108.32689524366792,109.29717796664123,2263,2015-01-02,12:00:00
2015-01-02 12:05:00,108.3470269017498,108.65047140928753,107.75754560480661,108.25278781595928,6027,2015-01-02,12:05:00
2015-01-02 12:10:00,109.83119297822363,110.02662991593408,109.2450205209125,110.59375440506764,4848,2015-01-02,12:10:00
2015-01-02 12:15:00,108.35339748533518,108.48834945133382,107.00015086368155,109.07740093742599,5612,2015-01-02,12:15:00
2015-01-02 12:20:00,107.91781779410323,108.79372634125232,106.72491628304937,108.18569383138491,4166,2015-01-02,12:20:00
2015-01-02 12:25:00,108.92165980637023,109.87378082798995,108.02101673296686,109.28603611532515,8962,2015-01-02,12:25:00
2015-01-02 12:30:00,108.04601091729303,109.69871035875089,106.59594780777611,107.45328836175983,9381,2015-01-02,12:30:00
2015-01-02 12:35:00,107.10504646152302,107.82449129782094,106.856560144234,106.85292422539544,1042,2015-01-02,12:35:00
2015-01-02 12:40:00,106.51063813279958,107.15048389118522,105.57235675975137,106.46986646536305,1939,2015-01-02,12:40:00
2015-01-02 12:45:00,107.39429769660987,108.64073175884214,106.92037457315146,107.192059255494,5364,2015-01-02,12:45:00
2015-01-02 12:50:00,107.10942595043915,108.43534947915703,106.47891686049627,107.13144263082027,8458,2015-01-02,12:50:00
2015-01-02 12:55:00,106.96366796254424,107.37810035549408,106.25286345399182,106.80646878092044,3858,2015-01-02,12:55:00
2015-01-02 13:00:00,106.98216251204282,107.74024050105497,106.0714213675499,106.76853480876511,2653,2015-01-02,13:00:00
2015-01-02 13:05:00,107.39164071760824,107.8515025647448,106.89596157378031,107.27772386677431,7212,2015-01-02,13:05:00
2015-01-02 13:10:00,108.50646890436424,110.37470185039331,106.67356857791955,108.88132148360174,6898,2015-01-02,13:10:00
2015-01-02 13:15:00,109.1520675993455,109.42570201768031,108.63526109652949,109.25474647549598,9982,2015-01-02,13:15:00
2015-01-02 13:20:00,109.79091651256323,110.9602715474507,109.31977310932754,110.21632559960707,2444,2015-01-02,13:20:00
2015-01-02 13:25:00,110.11688537563344,110.51147734156876,109.95509473285009,110.18167957355158,3121,2015-01-02,13:25:00
2015-01-02 13:30:00,110.2048722252958,112.09119237106574,109.67609333009828,110.42570552228153,3266,2015-01-02,13:30:00
2015-01-02 13:35:00,110.0500140271741,110.08669365285999,109.82525649407266,110.80608583632505,3184,2015-01-02,13:35:00
2015-01-02 13:40:00,108.70010088133616,109.89125069595205,108.22024154392602,108.55051670274126,9285,2015-01-02,13:40:00
2015-01-02 13:45:00,106.84912980608777,107.37337581891077,106.72792135122664,106.94120999367934,2074,2015-01-02,13:45:00
2015-01-02 13:50:00,105.32043330560913,106.2869442944886,104.69181570753632,105.12661947716059,2590,2015-01-02,13:50:00
2015-01-02 13:55:00,105.62426998412859,105.85472127124402,105.43106532994632,106.3777556392991,4791,2015-01-02,13:55:00
2015-01-02 14:00:00,104.5549366962836,104.96110357624602,102.824014845818,104.45738029043204,6400,2015-01-02,14:00:00
2015-01-02 14:05:00,103.20102588687422,103.92901544511088,102.48721495802413,103.37121278194252,8968,2015-01-02,14:05:00
2015-01-02 14:10:00,103.73418267956978,105.72569906541864,102.5227691094712,103.72483574754877,5116,2015-01-02,14:10:00
2015-01-02 14:15:00,103.58677393050083,104.50133848565208,102.38083853574888,103.45934677493112,2964,2015-01-02,14:15:00
2015-01-02 14:20:00,103.00311048885085,105.29547025749929,102.39571852878088,103.16706642214751,8238,2015-01-02,14:20:00
2015-01-02 14:25:00,103.41280502742109,104.12669701441145,102.68583340367825,102.81391084463063,6659,2015-01-02,14:25:00
2015-01-02 14:30:00,103.42250616534508,104.26434666936963,102.96682926199367,103.4298542781348,9940,2015-01-02,14:30:00
2015-01-02 14:35:00,102.78197152155927,103.45592788917479,101.86158495116634,102.58837946303605,2206,2015-01-02,14:35:00
2015-01-02 14:40:00,103.13280014112523,103.72357183247426,102.34099944248369,102.97629612851945,1626,2015-01-02,14:40:00
2015-01-02 14:45:00,100.95931329744108,101.43607235169382,100.89874665728259,100.85983193136043,1501,2015-01-02,14:45:00
2015-01-02 14:50:00,99.88051924421087,100.98277524460536,99.21733003517035,100.01902564798776,1658,2015-01-02,14:50:00
2015-01-02 14:55:00,101.54535598774498,102.36255393276075,100.7895950740826,101.38101236363241,8679,2015-01-02,14:55:00
2015-01-02 15:00:00,100.47618287478059,101.78623178097529,100.35577999492283,100.37682958604564,5753,2015-01-02,15:00:00
2015-01-02 15:05:00,100.40180803389093,100.88861592655094,99.38950236248243,100.80707294705653,3193,2015-01-02,15:05:00
2015-01-02 15:10:00,100.69703587344131,101.76305590176632,100.41483800583275,100.87910938140183,7141,2015-01-02,15:10:00
2015-01-02 15:15:00,99.8162960976331,101.33104992673265,98.66858172056348,100.04318107777364,2680,2015-01-02,15:15:00
2015-01-02 15:20:00,99.90987738711719,101.18536251855954,99.51989094725367,99.87485723719632,8154,2015-01-02,15:20:00
2015-01-02 15:25:00,99.32399165135993,99.55639590799568,98.4921796834001,99.92926514496163,9929,2015-01-02,15:25:00
2015-01-02 15:30:00,100.54435328954001,101.06268084689862,100.2210857113219,99.72679166187886,2110,2015-01-02,15:30:00
2015-01-03 09:15:00,99.74091283096796,100.20783241259232,99.56221516176696,99.834604492602,5197,2015-01-03,09:15:00
2015-01-03 09:20:00,100.42078987727524,101.58051201596943,99.34265206464012,100.62832765275056,3736,2015-01-03,09:20:00
2015-01-03 09:25:00,99.25376727233808,100.5726969567051,96.83764260337863,100.52939918902122,6891,2015-01-03,09:25:00
2015-01-03 09:30:00,99.36994299912838,100.29189808828318,97.49424864906872,99.1693869221414,3653,2015-01-03,09:30:00
2015-01-03 09:35:00,98.80877451194662,99.49698045434545,98.30491209800446,98.88344172388366,4756,2015-01-03,09:35:00
2015-01-03 09:40:00,99.48760281751882,101.00798253559226,99.27261933742368,99.80354938463213,5703,2015-01-03,09:40:00
2015-01-03 09:45:00,99.80942323085313,100.69202644155551,98.8692366640258,99.80277601569671,9020,2015-01-03,09:45:00
2015-01-03 09:50:00,100.04335428438532,100.22922450684037,98.81612267361743,100.18091063552409,7065,2015-01-03,09:50:00
2015-01-03 09:55:00,99.40070767193293,99.84093284655017,98.62346729107307,100.47958421667953,4006,2015-01-03,09:55:00
2015-01-03 10:00:00,99.63951500834852,99.93729220543084,98.4447233943542,99.9285858717096,7346,2015-01-03,10:00:00
2015-01-03 10:05:00,98.03634729468892,98.68643287589587,97.11335400190976,98.01228730226569,6995,2015-01-03,10:05:00
2015-01-03 10:10:00,98.64513540799094,99.80567063480271,97.39279856724868,98.85035424349405,5069,2015-01-03,10:10:00
2015-01-03 10:15:00,99.0095208805389,99.39223620343144,98.4661704552329,99.32514755967068,3238,2015-01-03,10:15:00
2015-01-03 10:20:00,99.65831306031853,99.96438970587641,99.40798528625534,98.93588874199897,9277,2015-01-03,10:20:00
2015-01-03 10:25:00,98.71901250741159,101.15084713735432,98.02572539402539,98.86994418751995,3253,2015-01-03,10:25:00
2015-01-03 10:30:00,100.51060447695546,101.26519728656798,99.51594152134113,100.27247450745058,4935,2015-01-03,10:30:00
2015-01-03 10:35:00,99.69997369165573,101.27396453627186,99.31486021603615,99.97989217830518,3468,2015-01-03,10:35:00
2015-01-03 10:40:00,99.93442271842824,100.01029277075322,99.89813612533185,99.15835214831947,9371,2015-01-03,10:40:00
2015-01-03 10:45:00,99.98708490082818,102.15863542744317,98.32044825738221,100.5161717820292,1332,2015-01-03,10:45:00
2015-01-03 10:50:00,100.73371072106052,101.27868625615795,99.96167527917997,99.67739294318734,2770,2015-01-03,10:50:00
2015-01-03 10:55:00,101.07564655693514,101.81664963059316,100.29275714054809,100.45996074063801,8551,2015-01-03,10:55:00
2015-01-03 11:00:00,100.53703665404525,103.50594347113882,100.26431668655802,100.8650391969078,3696,2015-01-03,11:00:00
2015-01-03 11:05:00,98.51002942848469,100.0616880479398,97.86324153391908,98.64821405681764,6819,2015-01-03,11:05:00
2015-01-03 11:10:00,99.31876342439831,99.93754990414335,98.94538601910233,99.96149427270532,6296,2015-01-03,11:10:00
2015-01-03 11:15:00,99.98197628766965,101.26391424945056,99.97107831288996,99.61936550492149,4498,2015-01-03,11:15:00
2015-01-03 11:20:00,99.57752904258595,100.27263023520791,98.99013379350832,100.02940270468953,7791,2015-01-03,11:20:00
2015-01-03 11:25:00,99.10091727098673,100.96856385832193,99.06654300024817,98.55328802162008,5415,2015-01-03,11:25:00
2015-01-03 11:30:00,98.91221110082179,100.69418528970223,98.64119171021026,99.17828049250627,8410,2015-01-03,11:30:00
2015-01-03 11:35:00,99.50363196729118,100.02071844985241,98.45981925967821,100.20100104184445,4794,2015-01-03,11:35:00
2015-01-03 11:40:00,100.0263023621666,100.99606701677335,99.52422468929062,99.72158171123193,8694,2015-01-03,11:40:00
2015-01-03 11:45:00,101.49793728486053,103.38976980961269,100.50578188109223,101.11434827263712,1995,2015-01-03,11:45:00
2015-01-03 11:50:00,102.5149064514554,103.01445714340362,101.3502792407936,103.19296315817328,1857,2015-01-03,11:50:00
2015-01-03 11:55:00,103.5541887261798,104.42799600961385,102.28614857753476,104.15710836116547,8753,2015-01-03,11:55:00
2015-01-03 12:00:00,103.23085009905084,103.90035193898234,102.66898570463677,103.20604736635335,7881,2015-01-03,12:00:00
2015-01-03 12:05:00,103.6440491839965,103.80553241747265,103.42866595932946,104.27572908623803,4228,2015-01-03,12:05:00
2015-01-03 12:10:00,103.37594840363053,103.97491708614305,102.87663270804386,103.26744114474344,8358,2015-01-03,12:10:00
2015-01-03 12:15:00,104.62108386061276,104.7450187262449,104.01703481854199,104.3405840321846,2179,2015-01-03,12:15:00
2015-01-03 12:20:00,102.8622991338114,104.32967983481517,102.79010368899603,102.71725670768404,1434,2015-01-03,12:20:00
2015-01-03 12:25:00,102.52855646857475,103.57435244759193,101.25948922628804,103.28858730380358,3965,2015-01-03,12:25:00
2015-01-03 12:30:00,104.15823977988433,104.90980925128532,103.59841258515088,104.6440406560042,6731,2015-01-03,12:30:00
2015-01-03 12:35:00,104.10370687476046,104.6329280638244,103.52273639124309,104.64880107601431,7780,2015-01-03,12:35:00
2015-01-03 12:40:00,104.41278638561288,105.54171703441585,104.24078201215487,105.04636093342954,5746,2015-01-03,12:40:00
2015-01-03 12:45:00,104.38061902667518,105.17324725205437,104.20879198777833,104.70533816842757,9701,2015-01-03,12:45:00
2015-01-03 12:50:00,104.52118407098527,105.23946243679764,104.01660022138175,104.2099402577619,2603,2015-01-03,12:50:00
2015-01-03 12:55:00,104.72656274595148,105.26833651876414,104.61941137129726,104.91587343421187,9449,2015-01-03,12:55:00
2015-01-03 13:00:00,105.77665034514321,107.24010265120705,104.67732458321031,106.39550254807725,4885,2015-01-03,13:00:00
2015-01-03 13:05:00,106.585056272202,106.8284508227444,105.73569880207211,107.08146347636051,2893,2015-01-03,13:05:00
2015-01-03 13:10:00,106.54782116260739,107.08467624971861,105.29472088116546,106.97971017976758,4449,2015-01-03,13:10:00
2015-01-03 13:15:00,106.57194681947657,107.54201505508829,105.69615421511648,106.29382405515155,7482,2015-01-03,13:15:00
2015-01-03 13:20:00,106.52169853965634,106.58305193024542,105.90327921992532,107.10843957025631,9095,2015-01-03,13:20:00
2015-01-03 13:25:00,107.47323716637752,108.86672115840162,106.61616079964406,106.96801058140615,8979,2015-01-03,13:25:00
2015-01-03 13:30:00,107.82053412963351,108.02322887198015,106.68158204603158,108.0991435773249,4484,2015-01-03,13:30:00
2015-01-03 13:35:00,108.10706173983696,108.30125508000535,106.57922257191122,107.98091305263597,3681,2015-01-03,13:35:00
2015-01-03 13:40:00,105.85986204614544,106.99349656071975,105.31724106385163,105.8102521399805,6434,2015-01-03,13:40:00
2015-01-03 13:45:00,104.20356388771076,105.3012358206431,102.88376282216713,104.47549805505369,5043,2015-01-03,13:45:00
2015-01-03 13:50:00,104.01800908007594,104.19916763073668,103.96389451721959,104.32650086469509,3041,2015-01-03,13:50:00
2015-01-03 13:55:00,104.01823228535908,107.09531063632886,103.83797216240761,104.4729838570039,8272,2015-01-03,13:55:00
2015-01-03 14:00:00,104.64194781688781,105.00322133164113,104.34416637627174,104.84073755582789,2584,2015-01-03,14:00:00
2015-01-03 14:05:00,104.39110290818925,104.53004080587515,103.41439137566846,103.9528607506406,8168,2015-01-03,14:05:00
2015-01-03 14:10:00,103.87895730965893,104.4991634934894,103.45902026014267,103.41213756849208,8688,2015-01-03,14:10:00
2015-01-03 14:15:00,103.43188981038637,104.25715280812463,103.00203858677223,103.36572432641078,6638,2015-01-03,14:15:00
2015-01-03 14:20:00,104.37823188679651,105.41706997203775,103.65403152681475,104.91205000120425,9389,2015-01-03,14:20:00
2015-01-03 14:25:00,105.2256986713944,106.251330386375,103.80462448562561,105.21902997287849,3022,2015-01-03,14:25:00
2015-01-03 14:30:00,106.40333025594278,106.78319463767092,106.30092370969092,106.40076815288697,2878,2015-01-03,14:30:00
2015-01-03 14:35:00,109.1600098797944,109.52876853132638,107.84787956697915,109.49367514878288,7840,2015-01-03,14:35:00
2015-01-03 14:40:00,108.79355085005447,109.52637362172244,108.56922861458284,109.52745946255808,9441,2015-01-03,14:40:00
2015-01-03 14:45:00,108.61274049125186,110.09555523948407,107.84121518343609,108.20643778386565,6527,2015-01-03,14:45:00
2015-01-03 14:50:00,106.1970742865775,106.50043181472279,104.83822474551398,105.73679101093293,5292,2015-01-03,14:50:00
2015-01-03 14:55:00,105.70887687069575,106.32911624200283,105.38298550707741,105.69931223438236,6286,2015-01-03,14:55:00
2015-01-03 15:00:00,106.57960331251402,107.85489883527237,106.28334845479951,106.46311375629838,2488,2015-01-03,15:00:00
2015-01-03 15:05:00,106.61308858188075,107.09141508433257,106.44907381131942,106.80241391627935,3868,2015-01-03,15:05:00
2015-01-03 15:10:00,106.40485968170796,107.62853723708511,105.74345696210936,106.75129952184712,2121,2015-01-03,15:10:00
2015-01-03 15:15:00,104.55507221212224,105.02710213087673,104.40349276570956,104.28582108281218,3728,2015-01-03,15:15:00
2015-01-03 15:20:00,103.18171759960092,103.36491913555761,102.28845754557067,103.71008311245048,4159,2015-01-03,15:20:00
2015-01-03 15:25:00,104.29197017646776,104.64787257033653,104.0391872947607,104.57508147357518,6959,2015-01-03,15:25:00
2015-01-03 15:30:00,106.2003490122635,106.32501991821965,105.93319006563478,105.95023385614425,1209,2015-01-03,15:30:00
2015-01-04 09:15:00,107.0801573670489,108.80714859799761,106.42488894972952,107.40297712736562,7549,2015-01-04,09:15:00
