,open,high,low,close,volume,oi,date,time
2015-01-01 12:15:00,108.81736493761858,110.57996872265487,108.28595958110984,108.1093653027064,4064,9878488,2015-01-01,12:15:00
2015-01-01 12:20:00,107.70747060616138,107.99590344997073,107.42892777083526,107.35703218326874,2270,5690113,2015-01-01,12:20:00
2015-01-01 12:25:00,108.718240588481,110.19338512908892,107.79629023739376,108.86442204066603,4388,5477597,2015-01-01,12:25:00
2015-01-01 12:30:00,107.86267490897811,108.52409466938764,107.68427885256042,109.0118936539641,6950,8891683,2015-01-01,12:30:00
2015-01-01 12:35:00,108.94550518253459,110.49706261560266,108.40996810884369,108.3465339295929,1556,5138545,2015-01-01,12:35:00
2015-01-01 12:40:00,108.91774044265101,111.16963569060404,107.78838622573045,109.02850631985012,2599,5584685,2015-01-01,12:40:00
2015-01-01 12:45:00,108.3673047547818,109.19352723206123,107.42870803019,108.11419710570225,2138,7467019,2015-01-01,12:45:00
2015-01-01 12:50:00,108.83132610894815,109.14730342028842,107.43005685609181,107.7843410566871,6442,5273168,2015-01-01,12:50:00
2015-01-01 12:55:00,106.91553096711804,108.2709399816548,106.63994345512467,106.43778535434882,9623,5285813,2015-01-01,12:55:00
2015-01-01 13:00:00,107.39237399766552,107.56840748685977,105.57051455112709,107.16577289841376,3990,9584884,2015-01-01,13:00:00
2015-01-01 13:05:00,107.77464394086982,107.88186269520641,107.00102403961147,109.44097162841256,5469,5119591,2015-01-01,13:05:00
2015-01-01 13:10:00,107.28953368523914,108.54276423421804,105.5364964908517,107.11286252740175,6352,6812208,2015-01-01,13:10:00
2015-01-01 13:15:00,104.2278609877619,104.68819202441252,103.2327325690486,104.30171412257594,2421,5716001,2015-01-01,13:15:00
2015-01-01 13:20:00,106.05461531864657,106.24423421672962,104.85525655304174,106.25873205761476,8468,8576242,2015-01-01,13:20:00
2015-01-01 13:25:00,105.57760320851892,107.20476567496472,104.98305826027287,105.47923428264929,4920,7249818,2015-01-01,13:25:00
2015-01-01 13:30:00,105.28416076704791,106.47701068680752,104.57481351592249,104.89223841464599,1481,7291851,2015-01-01,13:30:00
2015-01-01 13:35:00,105.43492229998068,106.10977080182772,104.98153022803164,105.44685380987507,2796,5739300,2015-01-01,13:35:00
2015-01-01 13:40:00,105.60566865405745,106.04074928550685,105.32739360224181,104.91262902299383,5628,7396988,2015-01-01,13:40:00
2015-01-01 13:45:00,106.71004064996895,106.83443170864714,106.60766133261518,107.1349668758619,4170,8612629,2015-01-01,13:45:00
2015-01-01 13:50:00,107.14805541286626,107.77038285473475,106.79376365695373,106.45774358972389,7627,6973270,2015-01-01,13:50:00
2015-01-01 13:55:00,107.98411726774674,109.33745622246984,106.08738210514964,107.48612195080047,4491,8526355,2015-01-01,13:55:00
2015-01-01 14:00:00,106.86698005680645,108.4150131769979,106.39056527705104,106.43535344259683,4097,6262333,2015-01-01,14:00:00
2015-01-01 14:05:00,107.40734518061367,108.17327058106683,107.08213480561528,106.46801787117032,2328,9892006,2015-01-01,14:05:00
2015-01-01 14:10:00,108.7927603533035,109.28439608907324,107.75826231249029,109.39993898627029,8005,9956378,2015-01-01,14:10:00
2015-01-01 14:15:00,109.45470753109588,110.23881211626642,107.23529100830645,109.22603840075767,2065,5888129,2015-01-01,14:15:00
2015-01-01 14:20:00,110.66187043718956,111.79316595280591,110.07560687164724,110.73545034293764,2636,5201913,2015-01-01,14:20:00
2015-01-01 14:25:00,111.1272619042653,111.55505720117704,110.69625038799288,110.66388725334076,5790,8407471,2015-01-01,14:25:00
2015-01-01 14:30:00,111.45966758272138,111.93200152883631,110.76003843685604,110.45700676510202,3617,5228733,2015-01-01,14:30:00
2015-01-01 14:35:00,112.40597783544509,113.76711129034044,112.02173074303778,112.53229908694689,3465,6565680,2015-01-01,14:35:00
2015-01-01 14:40:00,113.87224744604431,114.73633932023327,113.83887029399281,114.15393911791884,5274,8677060,2015-01-01,14:40:00
2015-01-01 14:45:00,113.0549873238631,113.07763559959112,112.45178745634188,112.08639005065594,5909,6098341,2015-01-01,14:45:00
2015-01-01 14:50:00,112.37039714972163,114.6172791021346,112.31753209666647,113.0663198053502,4076,9904972,2015-01-01,14:50:00
2015-01-01 14:55:00,113.98474982425397,116.00832132852571,111.93556689925185,113.95614374342414,4201,8147248,2015-01-01,14:55:00
2015-01-01 15:00:00,113.870127911025,114.85434684762606,113.72543204070422,111.62080106310958,8410,9976065,2015-01-01,15:00:00
2015-01-01 15:05:00,115.75064603570529,116.75664494974279,115.45817482278329,115.91795510738191,9469,8385089,2015-01-01,15:05:00
2015-01-01 15:10:00,115.54505752342169,117.82694830160243,113.41518937866621,116.22635389748099,5781,8521788,2015-01-01,15:10:00
2015-01-01 15:15:00,114.29804853576508,115.55677114893842,113.526564791697,114.765459265024,9833,7826917,2015-01-01,15:15:00
2015-01-01 15:20:00,114.50144367525837,115.12653519307511,113.3826057994913,114.56419582314486,4009,9832367,2015-01-01,15:20:00
2015-01-01 15:25:00,114.27368444977807,115.21011050643807,113.27786142102323,114.42311159861133,4060,9999939,2015-01-01,15:25:00
2015-01-01 15:30:00,113.93901324086626,114.54265148022199,113.38980123443775,112.96897522540601,1393,5872605,2015-01-01,15:30:00
2015-01-02 09:15:00,113.55375168132066,114.50255404637362,113.0184091458907,113.43385071311495,5764,6990636,2015-01-02,09:15:00
2015-01-02 09:20:00,114.22836528261405,114.72523111305219,112.45882496144623,114.24029573118241,7985,5878647,2015-01-02,09:20:00
2015-01-02 09:25:00,114.27796324182532,114.61908895705547,113.03210193341963,113.12672309331963,5337,8339946,2015-01-02,09:25:00
2015-01-02 09:30:00,115.93645897747511,116.4180388943425,114.39222439839321,115.66005693353243,3790,9964272,2015-01-02,09:30:00
2015-01-02 09:35:00,116.2035934646692,116.32645996148369,114.23423723846824,115.59669781169393,1726,8637523,2015-01-02,09:35:00
2015-01-02 09:40:00,115.94096163694923,116.50741581282651,113.58922327817903,117.28095696297827,3751,9648395,2015-01-02,09:40:00
2015-01-02 09:45:00,115.82796255854547,117.17365506731578,114.55514169261339,115.81837776967029,5177,8526661,2015-01-02,09:45:00
2015-01-02 09:50:00,115.68911004456753,116.95915901936712,115.51566331009971,115.11239662344403,1823,8096891,2015-01-02,09:50:00
2015-01-02 09:55:00,115.43713661120589,116.05401292566617,114.83372880196859,114.63675564576278,8280,9362956,2015-01-02,09:55:00
2015-01-02 10:00:00,116.43308040356791,118.06820099859803,115.97469888690067,116.69215595325556,8545,7514979,2015-01-02,10:00:00
2015-01-02 10:05:00,115.23762238048188,116.58997325435078,112.60971756594677,115.26978892319016,2550,8528302,2015-01-02,10:05:00
2015-01-02 10:10:00,114.41431457446939,114.60054258388924,113.26066497325029,115.22466540547742,9847,7568019,2015-01-02,10:10:00
2015-01-02 10:15:00,114.12773074409179,114.15019274867159,114.08932972247624,114.18707195901332,6761,6555183,2015-01-02,10:15:00
2015-01-02 10:20:00,112.48089944538178,114.36307952128641,112.3911568152895,113.04625516278482,5615,7564129,2015-01-02,10:20:00
2015-01-02 10:25:00,112.29701144023596,113.13172728957502,111.5847741058332,112.25985745178093,2287,6246564,2015-01-02,10:25:00
2015-01-02 10:30:00,112.34563255700684,113.00375221577772,111.03624570913486,111.99012789935851,1926,7858541,2015-01-02,10:30:00
2015-01-02 10:35:00,112.43938895963669,112.7042197500519,111.42262432331513,112.67929241760454,3924,7854350,2015-01-02,10:35:00
2015-01-02 10:40:00,111.1963944589435,111.44269260354272,109.18127094518945,111.1523629743656,6867,9661256,2015-01-02,10:40:00
2015-01-02 10:45:00,111.07115661094304,111.8769551902899,110.16486454765139,110.33309184016882,1079,5169740,2015-01-02,10:45:00
2015-01-02 10:50:00,110.95867650611993,111.96811023634267,110.32021615444975,112.02064631768395,3479,6380377,2015-01-02,10:50:00
2015-01-02 10:55:00,108.7630215625019,108.85545439061018,108.62514826715996,109.36849418124211,7733,8384601,2015-01-02,10:55:00
2015-01-02 11:00:00,108.06723308767043,108.63834358768969,107.67322518184652,108.60502398824237,4035,9414435,2015-01-02,11:00:00
2015-01-02 11:05:00,108.62380074743903,108.77799405169054,107.94982546837997,109.15144621764081,8720,5002194,2015-01-02,11:05:00
2015-01-02 11:10:00,108.40572664269372,109.40013612959831,108.30632687951369,106.76841473873823,7879,8150565,2015-01-02,11:10:00
2015-01-02 11:15:00,109.18544907436002,110.26207014330616,108.80773194928626,108.97109705928452,2483,5905025,2015-01-02,11:15:00
2015-01-02 11:20:00,109.38655074515033,110.63216254811103,108.72936986520173,109.55984505576609,6673,8843925,2015-01-02,11:20:00
2015-01-02 11:25:00,109.37433912493827,110.31536566568843,107.85314983926558,109.08562355682909,9972,7595175,2015-01-02,11:25:00
2015-01-02 11:30:00,110.48176125641675,111.0159960932594,109.62255311084044,110.719771866112,8037,6103274,2015-01-02,11:30:00
2015-01-02 11:35:00,111.43827259257401,111.98298966228525,110.28209079878373,111.48181343983968,9302,8162198,2015-01-02,11:35:00
2015-01-02 11:40:00,111.25742186731631,111.36370072333797,109.7747975108801,112.11031733533264,6325,9208713,2015-01-02,11:40:00
2015-01-02 11:45:00,111.9194035711397,112.4410822558724,111.02307050309341,112.54752271950282,6494,6795481,2015-01-02,11:45:00
2015-01-02 11:50:00,110.12149499269022,110.5942728526217,109.75460835054945,110.25445620620066,6079,6338627,2015-01-02,11:50:00
2015-01-02 11:55:00,109.19600931031518,109.5279185098095,108.59405411246898,108.99510833021299,9055,6145177,2015-01-02,11:55:00
2015-01-02 12:00:00,108.7307523613691,108.90898580157766,108.32689524366792,109.7281730740147,2263,9945979,2015-01-02,12:00:00
2015-01-02 12:05:00,108.3470269017498,108.65047140928753,107.75754560480661,107.54424994019504,6027,7359919,2015-01-02,12:05:00
2015-01-02 12:10:00,109.83119297822363,110.02662991593408,109.2450205209125,110.29772605906503,4848,7096128,2015-01-02,12:10:00
2015-01-02 12:15:00,108.35339748533518,108.48834945133382,107.00015086368155,109.9713619216937,5612,9767628,2015-01-02,12:15:00
2015-01-02 12:20:00,107.91781779410323,108.79372634125232,106.72491628304937,108.12011045723472,4166,6894583,2015-01-02,12:20:00
2015-01-02 12:25:00,108.92165980637023,109.87378082798995,108.02101673296686,108.4237590433868,8962,5964402,2015-01-02,12:25:00
2015-01-02 12:30:00,108.04601091729303,109.69871035875089,106.59594780777611,107.01499233434502,9381,9293203,2015-01-02,12:30:00
2015-01-02 12:35:00,107.10504646152302,107.82449129782094,106.856560144234,106.89407879934403,1042,7716794,2015-01-02,12:35:00
2015-01-02 12:40:00,106.51063813279958,107.15048389118522,105.57235675975137,106.74649544304147,1939,6934977,2015-01-02,12:40:00
2015-01-02 12:45:00,107.39429769660987,108.64073175884214,106.92037457315146,107.21731112392412,5364,5213991,2015-01-02,12:45:00
2015-01-02 12:50:00,107.10942595043915,108.43534947915703,106.47891686049627,107.3752500651656,8458,6163654,2015-01-02,12:50:00
2015-01-02 12:55:00,106.96366796254424,107.37810035549408,106.25286345399182,106.60917023734702,3858,9515612,2015-01-02,12:55:00
2015-01-02 13:00:00,106.98216251204282,107.74024050105497,106.0714213675499,106.72435702497008,2653,9393908,2015-01-02,13:00:00
2015-01-02 13:05:00,107.39164071760824,107.8515025647448,106.89596157378031,107.95514554012594,7212,8570336,2015-01-02,13:05:00
2015-01-02 13:10:00,108.50646890436424,110.37470185039331,106.67356857791955,109.50597427199592,6898,5803337,2015-01-02,13:10:00
2015-01-02 13:15:00,109.1520675993455,109.42570201768031,108.63526109652949,109.70746761645806,9982,6081616,2015-01-02,13:15:00
2015-01-02 13:20:00,109.79091651256323,110.9602715474507,109.31977310932754,110.23795718962073,2444,9913213,2015-01-02,13:20:00
2015-01-02 13:25:00,110.11688537563344,110.51147734156876,109.95509473285009,110.81478233405558,3121,6541219,2015-01-02,13:25:00
2015-01-02 13:30:00,110.2048722252958,112.09119237106574,109.67609333009828,110.36350485208112,3266,6224429,2015-01-02,13:30:00
2015-01-02 13:35:00,110.0500140271741,110.08669365285999,109.82525649407266,109.56588690804577,3184,5565602,2015-01-02,13:35:00
2015-01-02 13:40:00,108.70010088133616,109.89125069595205,108.22024154392602,109.03532632665527,9285,5225712,2015-01-02,13:40:00
2015-01-02 13:45:00,106.84912980608777,107.37337581891077,106.72792135122664,107.37755534923103,2074,6942775,2015-01-02,13:45:00
2015-01-02 13:50:00,105.32043330560913,106.2869442944886,104.69181570753632,103.07590368673883,2590,6317196,2015-01-02,13:50:00
2015-01-02 13:55:00,105.62426998412859,105.85472127124402,105.43106532994632,106.58335121788767,4791,5010180,2015-01-02,13:55:00
2015-01-02 14:00:00,104.5549366962836,104.96110357624602,102.824014845818,104.27656264581059,6400,5545797,2015-01-02,14:00:00
2015-01-02 14:05:00,103.20102588687422,103.92901544511088,102.48721495802413,103.97085152446725,8968,7937912,2015-01-02,14:05:00
2015-01-02 14:10:00,103.73418267956978,105.72569906541864,102.5227691094712,102.80405792476168,5116,5589192,2015-01-02,14:10:00
2015-01-02 14:15:00,103.58677393050083,104.50133848565208,102.38083853574888,103.618393691284,2964,8574230,2015-01-02,14:15:00
2015-01-02 14:20:00,103.00311048885085,105.29547025749929,102.39571852878088,103.21866805041944,8238,6407704,2015-01-02,14:20:00
2015-01-02 14:25:00,103.41280502742109,104.12669701441145,102.68583340367825,102.80548574134744,6659,6411114,2015-01-02,14:25:00
2015-01-02 14:30:00,103.42250616534508,104.26434666936963,102.96682926199367,103.0541773548779,9940,8210145,2015-01-02,14:30:00
2015-01-02 14:35:00,102.78197152155927,103.45592788917479,101.86158495116634,102.55307862043823,2206,9296156,2015-01-02,14:35:00
2015-01-02 14:40:00,103.13280014112523,103.72357183247426,102.34099944248369,103.21723519788463,1626,6071907,2015-01-02,14:40:00
2015-01-02 14:45:00,100.95931329744108,101.43607235169382,100.89874665728259,101.41406323766763,1501,6759264,2015-01-02,14:45:00
2015-01-02 14:50:00,99.88051924421087,100.98277524460536,99.21733003517035,100.14169649988756,1658,8204875,2015-01-02,14:50:00
2015-01-02 14:55:00,101.54535598774498,102.36255393276075,100.7895950740826,101.15060189360278,8679,8432210,2015-01-02,14:55:00
2015-01-02 15:00:00,100.47618287478059,101.78623178097529,100.35577999492283,100.51827389701045,5753,5255086,2015-01-02,15:00:00
2015-01-02 15:05:00,100.40180803389093,100.88861592655094,99.38950236248243,100.80907601850674,3193,8565888,2015-01-02,15:05:00
2015-01-02 15:10:00,100.69703587344131,101.76305590176632,100.41483800583275,101.05543845151615,7141,5450192,2015-01-02,15:10:00
2015-01-02 15:15:00,99.8162960976331,101.33104992673265,98.66858172056348,100.00216104121891,2680,7682551,2015-01-02,15:15:00
2015-01-02 15:20:00,99.90987738711719,101.18536251855954,99.51989094725367,99.46001082156208,8154,7333346,2015-01-02,15:20:00
2015-01-02 15:25:00,99.32399165135993,99.55639590799568,98.4921796834001,99.70633468225058,9929,8761508,2015-01-02,15:25:00
2015-01-02 15:30:00,100.54435328954001,101.06268084689862,100.2210857113219,100.71826972997057,2110,8615445,2015-01-02,15:30:00
2015-01-03 09:15:00,99.74091283096796,100.20783241259232,99.56221516176696,99.21259106213466,5197,8637628,2015-01-03,09:15:00
2015-01-03 09:20:00,100.42078987727524,101.58051201596943,99.34265206464012,100.27205692873426,3736,5547291,2015-01-03,09:20:00
2015-01-03 09:25:00,99.25376727233808,100.5726969567051,96.83764260337863,100.76953984714822,6891,9928151,2015-01-03,09:25:00
2015-01-03 09:30:00,99.36994299912838,100.29189808828318,97.49424864906872,98.77931331540506,3653,6331248,2015-01-03,09:30:00
2015-01-03 09:35:00,98.80877451194662,99.49698045434545,98.30491209800446,99.44923736454585,4756,7028577,2015-01-03,09:35:00
2015-01-03 09:40:00,99.48760281751882,101.00798253559226,99.27261933742368,98.66638301625592,5703,8442777,2015-01-03,09:40:00
2015-01-03 09:45:00,99.80942323085313,100.69202644155551,98.8692366640258,100.4869263515733,9020,8269819,2015-01-03,09:45:00
2015-01-03 09:50:00,100.04335428438532,100.22922450684037,98.81612267361743,99.73474894216572,7065,9748423,2015-01-03,09:50:00
2015-01-03 09:55:00,99.40070767193293,99.84093284655017,98.62346729107307,100.59674739315025,4006,6181397,2015-01-03,09:55:00
2015-01-03 10:00:00,99.63951500834852,99.93729220543084,98.4447233943542,99.06601390686492,7346,8858991,2015-01-03,10:00:00
2015-01-03 10:05:00,98.03634729468892,98.68643287589587,97.11335400190976,98.48612511876564,6995,7816450,2015-01-03,10:05:00
2015-01-03 10:10:00,98.64513540799094,99.80567063480271,97.39279856724868,99.50789927143742,5069,9023482,2015-01-03,10:10:00
2015-01-03 10:15:00,99.0095208805389,99.39223620343144,98.4661704552329,98.30632721176569,3238,6966772,2015-01-03,10:15:00
2015-01-03 10:20:00,99.65831306031853,99.96438970587641,99.40798528625534,99.08260073449618,9277,5239864,2015-01-03,10:20:00
2015-01-03 10:25:00,98.71901250741159,101.15084713735432,98.02572539402539,98.05471434409631,3253,6934027,2015-01-03,10:25:00
2015-01-03 10:30:00,100.51060447695546,101.26519728656798,99.51594152134113,100.04263834805664,4935,9240991,2015-01-03,10:30:00
2015-01-03 10:35:00,99.69997369165573,101.27396453627186,99.31486021603615,99.04647196032022,3468,9733725,2015-01-03,10:35:00
2015-01-03 10:40:00,99.93442271842824,100.01029277075322,99.89813612533185,99.4661166148534,9371,7794203,2015-01-03,10:40:00
2015-01-03 10:45:00,99.98708490082818,102.15863542744317,98.32044825738221,101.05073149747291,1332,6054363,2015-01-03,10:45:00
2015-01-03 10:50:00,100.73371072106052,101.27868625615795,99.96167527917997,100.4471011803453,2770,8146157,2015-01-03,10:50:00
2015-01-03 10:55:00,101.07564655693514,101.81664963059316,100.29275714054809,101.1131407374513,8551,8429238,2015-01-03,10:55:00
2015-01-03 11:00:00,100.53703665404525,103.50594347113882,100.26431668655802,100.33735823545852,3696,9840599,2015-01-03,11:00:00
2015-01-03 11:05:00,98.51002942848469,100.0616880479398,97.86324153391908,99.55301515227431,6819,5879508,2015-01-03,11:05:00
2015-01-03 11:10:00,99.31876342439831,99.93754990414335,98.94538601910233,99.78232281046171,6296,8446264,2015-01-03,11:10:00
2015-01-03 11:15:00,99.98197628766965,101.26391424945056,99.97107831288996,99.5311870108619,4498,5089187,2015-01-03,11:15:00
2015-01-03 11:20:00,99.57752904258595,100.27263023520791,98.99013379350832,98.84668391489934,7791,5152547,2015-01-03,11:20:00
2015-01-03 11:25:00,99.10091727098673,100.96856385832193,99.06654300024817,98.78229252880097,5415,5839448,2015-01-03,11:25:00
2015-01-03 11:30:00,98.91221110082179,100.69418528970223,98.64119171021026,100.16208494731632,8410,6349189,2015-01-03,11:30:00
2015-01-03 11:35:00,99.50363196729118,100.02071844985241,98.45981925967821,100.31675842709618,4794,8952565,2015-01-03,11:35:00
2015-01-03 11:40:00,100.0263023621666,100.99606701677335,99.52422468929062,99.02116950656644,8694,8155067,2015-01-03,11:40:00
2015-01-03 11:45:00,101.49793728486053,103.38976980961269,100.50578188109223,101.38743393836182,1995,6746619,2015-01-03,11:45:00
2015-01-03 11:50:00,102.5149064514554,103.01445714340362,101.3502792407936,103.83762296247411,1857,7383206,2015-01-03,11:50:00
2015-01-03 11:55:00,103.5541887261798,104.42799600961385,102.28614857753476,104.05521221056335,8753,8921672,2015-01-03,11:55:00
2015-01-03 12:00:00,103.23085009905084,103.90035193898234,102.66898570463677,102.8937197658007,7881,6248724,2015-01-03,12:00:00
2015-01-03 12:05:00,103.6440491839965,103.80553241747265,103.42866595932946,104.20407136719484,4228,5543623,2015-01-03,12:05:00
2015-01-03 12:10:00,103.37594840363053,103.97491708614305,102.87663270804386,103.29629688946008,8358,6686593,2015-01-03,12:10:00
2015-01-03 12:15:00,104.62108386061276,104.7450187262449,104.01703481854199,104.25351968819274,2179,5039190,2015-01-03,12:15:00
2015-01-03 12:20:00,102.8622991338114,104.32967983481517,102.79010368899603,102.9704130205509,1434,5407094,2015-01-03,12:20:00
2015-01-03 12:25:00,102.52855646857475,103.57435244759193,101.25948922628804,102.87598208529627,3965,5628350,2015-01-03,12:25:00
2015-01-03 12:30:00,104.15823977988433,104.90980925128532,103.59841258515088,104.25697806974516,6731,7555222,2015-01-03,12:30:00
2015-01-03 12:35:00,104.10370687476046,104.6329280638244,103.52273639124309,103.85880762966771,7780,6523080,2015-01-03,12:35:00
2015-01-03 12:40:00,104.41278638561288,105.54171703441585,104.24078201215487,105.06127296021299,5746,8922284,2015-01-03,12:40:00
2015-01-03 12:45:00,104.38061902667518,105.17324725205437,104.20879198777833,104.98866147121879,9701,5790814,2015-01-03,12:45:00
2015-01-03 12:50:00,104.52118407098527,105.23946243679764,104.01660022138175,104.63108003457613,2603,7565391,2015-01-03,12:50:00
2015-01-03 12:55:00,104.72656274595148,105.26833651876414,104.61941137129726,104.65751642778153,9449,8169608,2015-01-03,12:55:00
2015-01-03 13:00:00,105.77665034514321,107.24010265120705,104.67732458321031,105.9398827383957,4885,9147745,2015-01-03,13:00:00
2015-01-03 13:05:00,106.585056272202,106.8284508227444,105.73569880207211,107.50732390764473,2893,5138786,2015-01-03,13:05:00
2015-01-03 13:10:00,106.54782116260739,107.08467624971861,105.29472088116546,106.57317052672285,4449,6400863,2015-01-03,13:10:00
2015-01-03 13:15:00,106.57194681947657,107.54201505508829,105.69615421511648,106.082463032378,7482,6694787,2015-01-03,13:15:00
2015-01-03 13:20:00,106.52169853965634,106.58305193024542,105.90327921992532,106.95115551807052,9095,7297513,2015-01-03,13:20:00
2015-01-03 13:25:00,107.47323716637752,108.86672115840162,106.61616079964406,106.9831420300552,8979,5723881,2015-01-03,13:25:00
2015-01-03 13:30:00,107.82053412963351,108.02322887198015,106.68158204603158,108.26097020163765,4484,5907738,2015-01-03,13:30:00
2015-01-03 13:35:00,108.10706173983696,108.30125508000535,106.57922257191122,106.94658467486943,3681,7264791,2015-01-03,13:35:00
2015-01-03 13:40:00,105.85986204614544,106.99349656071975,105.31724106385163,105.24578272414031,6434,8474174,2015-01-03,13:40:00
2015-01-03 13:45:00,104.20356388771076,105.3012358206431,102.88376282216713,104.6508412244795,5043,9226420,2015-01-03,13:45:00
2015-01-03 13:50:00,104.01800908007594,104.19916763073668,103.96389451721959,103.66188618567358,3041,7387043,2015-01-03,13:50:00
2015-01-03 13:55:00,104.01823228535908,107.09531063632886,103.83797216240761,104.54956974102002,8272,9585524,2015-01-03,13:55:00
2015-01-03 14:00:00,104.64194781688781,105.00322133164113,104.34416637627174,105.16233328762414,2584,6269819,2015-01-03,14:00:00
2015-01-03 14:05:00,104.39110290818925,104.53004080587515,103.41439137566846,103.87008330296354,8168,7916912,2015-01-03,14:05:00
2015-01-03 14:10:00,103.87895730965893,104.4991634934894,103.45902026014267,102.79112915135211,8688,7820247,2015-01-03,14:10:00
2015-01-03 14:15:00,103.43188981038637,104.25715280812463,103.00203858677223,103.22982785475601,6638,6299935,2015-01-03,14:15:00
2015-01-03 14:20:00,104.37823188679651,105.41706997203775,103.65403152681475,105.11032517481412,9389,9649682,2015-01-03,14:20:00
2015-01-03 14:25:00,105.2256986713944,106.251330386375,103.80462448562561,104.45559523676995,3022,7801011,2015-01-03,14:25:00
