,atm_strike,call_iv,put_iv,call_oi,put_oi,date,time
2015-01-01 12:30:00,100.0,15.177603187049257,17.63555916315455,324139,368012,2015-01-01,12:30:00
2015-01-01 12:35:00,100.0,14.761316177532471,17.923891760446374,301555,318624,2015-01-01,12:35:00
2015-01-01 12:40:00,100.0,18.231584385362265,18.967583112482316,188642,411085,2015-01-01,12:40:00
2015-01-01 12:45:00,100.0,13.650796715148477,15.239011403217358,280949,455805,2015-01-01,12:45:00
2015-01-01 12:50:00,100.0,16.558259975425376,18.8854193369079,247718,351489,2015-01-01,12:50:00
2015-01-01 12:55:00,100.0,14.60804049007327,12.350826873764815,435888,422511,2015-01-01,12:55:00
2015-01-01 13:00:00,100.0,12.310020620146538,12.361679084029863,255235,355841,2015-01-01,13:00:00
2015-01-01 13:05:00,100.0,15.173634552493162,15.957585041755127,465140,424263,2015-01-01,13:05:00
2015-01-01 13:10:00,100.0,15.739569197690193,15.723443964319415,424191,414747,2015-01-01,13:10:00
2015-01-01 13:15:00,100.0,13.840047057078227,17.230306983363022,134677,100475,2015-01-01,13:15:00
2015-01-01 13:20:00,100.0,15.127764815342484,15.23405659080662,443928,499867,2015-01-01,13:20:00
2015-01-01 13:25:00,100.0,16.6838228726879,18.173089632809415,384969,383894,2015-01-01,13:25:00
2015-01-01 13:30:00,100.0,12.357901243723381,12.964896149793582,449627,430665,2015-01-01,13:30:00
2015-01-01 13:35:00,100.0,16.383822962692747,15.406504258221634,268945,291885,2015-01-01,13:35:00
2015-01-01 13:40:00,100.0,13.800912618770113,14.813519948918032,370943,388133,2015-01-01,13:40:00
2015-01-01 13:45:00,100.0,17.041292264434173,17.60723893558703,314896,153546,2015-01-01,13:45:00
2015-01-01 13:50:00,100.0,16.351210306584626,15.33395345648822,255016,440834,2015-01-01,13:50:00
2015-01-01 13:55:00,100.0,17.237659090424298,15.504645363456225,265832,342721,2015-01-01,13:55:00
2015-01-01 14:00:00,100.0,17.42916705616367,15.504142429878325,109353,455822,2015-01-01,14:00:00
2015-01-01 14:05:00,100.0,10.057967264408383,13.199468566517817,143712,351042,2015-01-01,14:05:00
2015-01-01 14:10:00,100.0,13.364655356745763,17.706260147350402,156156,190160,2015-01-01,14:10:00
2015-01-01 14:15:00,100.0,17.900945790993205,14.34178238516028,471157,289483,2015-01-01,14:15:00
2015-01-01 14:20:00,100.0,10.76044589911447,14.163660281555138,214387,401271,2015-01-01,14:20:00
2015-01-01 14:25:00,100.0,12.725887388698492,15.035100164850187,380819,118614,2015-01-01,14:25:00
2015-01-01 14:30:00,100.0,18.075519113528124,15.56965806213982,372314,251840,2015-01-01,14:30:00
2015-01-01 14:35:00,100.0,17.04097164793213,18.375579034604186,162394,474586,2015-01-01,14:35:00
2015-01-01 14:40:00,100.0,9.43873986780369,16.948863036120677,460167,312868,2015-01-01,14:40:00
2015-01-01 14:45:00,100.0,19.348510972679193,18.754462994547204,499993,261007,2015-01-01,14:45:00
2015-01-01 14:50:00,100.0,13.3884461946671,13.828690756159487,271426,204674,2015-01-01,14:50:00
2015-01-01 14:55:00,100.0,13.41089397913483,16.50196659856308,285969,326136,2015-01-01,14:55:00
2015-01-01 15:00:00,100.0,14.927211269083697,20.660416335465673,396133,264365,2015-01-01,15:00:00
2015-01-01 15:05:00,100.0,18.614645196997213,19.827665348958877,105342,155226,2015-01-01,15:05:00
2015-01-01 15:10:00,100.0,14.58187500660222,13.94417113881099,222670,293509,2015-01-01,15:10:00
2015-01-01 15:15:00,100.0,16.68408893554861,17.786229615826805,147902,373736,2015-01-01,15:15:00
2015-01-01 15:20:00,100.0,15.9688140382875,16.970612728467533,429752,368693,2015-01-01,15:20:00
2015-01-01 15:25:00,100.0,17.497402404266893,17.91345970189179,270294,411095,2015-01-01,15:25:00
2015-01-01 15:30:00,100.0,16.968219870493318,13.683201142967626,332445,476304,2015-01-01,15:30:00
2015-01-02 09:15:00,100.0,11.219774920066413,16.07519742446342,240056,419915,2015-01-02,09:15:00
2015-01-02 09:20:00,100.0,17.166316973878313,18.646664526191845,386807,158358,2015-01-02,09:20:00
2015-01-02 09:25:00,100.0,18.48889596361819,16.380337021727723,262102,140294,2015-01-02,09:25:00
2015-01-02 09:30:00,100.0,15.383995235760942,17.659554753839657,415878,218939,2015-01-02,09:30:00
2015-01-02 09:35:00,100.0,14.093241993532214,20.080647445847074,284294,429352,2015-01-02,09:35:00
2015-01-02 09:40:00,100.0,15.135158453701376,18.437328848172342,207036,294213,2015-01-02,09:40:00
2015-01-02 09:45:00,100.0,10.862437742372915,19.90351450022746,401991,175904,2015-01-02,09:45:00
2015-01-02 09:50:00,100.0,13.971050793627818,15.44903386345098,449087,459338,2015-01-02,09:50:00
2015-01-02 09:55:00,100.0,16.630742092350896,17.02476124699978,144609,383864,2015-01-02,09:55:00
2015-01-02 10:00:00,100.0,16.040116701322827,16.647964988224164,499995,263330,2015-01-02,10:00:00
2015-01-02 10:05:00,100.0,12.868967471245593,16.954035263119103,218533,181660,2015-01-02,10:05:00
2015-01-02 10:10:00,100.0,14.825960423408016,14.744543681367102,378928,177823,2015-01-02,10:10:00
2015-01-02 10:15:00,100.0,15.919986930202125,15.595721596463404,419765,209375,2015-01-02,10:15:00
2015-01-02 10:20:00,100.0,10.898716254645937,16.029191305379623,215808,212058,2015-01-02,10:20:00
2015-01-02 10:25:00,100.0,12.498912042481855,14.575523743112171,218402,452874,2015-01-02,10:25:00
2015-01-02 10:30:00,100.0,14.840225481180816,17.84555710434507,230020,338312,2015-01-02,10:30:00
2015-01-02 10:35:00,100.0,19.949846958775204,16.10141477520702,188492,235785,2015-01-02,10:35:00
2015-01-02 10:40:00,100.0,14.608499539598757,18.43862760595433,455246,469295,2015-01-02,10:40:00
2015-01-02 10:45:00,100.0,16.649561771036005,14.025506550283867,164125,479296,2015-01-02,10:45:00
2015-01-02 10:50:00,100.0,14.602886698025438,15.553195620659165,177265,246804,2015-01-02,10:50:00
2015-01-02 10:55:00,100.0,15.373669840683515,17.571689222891454,279734,164772,2015-01-02,10:55:00
2015-01-02 11:00:00,100.0,14.616909720106442,16.086462788917245,264437,116549,2015-01-02,11:00:00
2015-01-02 11:05:00,100.0,16.83999651683176,14.375785770782752,141075,425785,2015-01-02,11:05:00
2015-01-02 11:10:00,100.0,15.321287477457727,13.767426503081099,282094,459365,2015-01-02,11:10:00
2015-01-02 11:15:00,100.0,15.53110854508971,17.398511616529174,492054,455637,2015-01-02,11:15:00
2015-01-02 11:20:00,100.0,17.75440098694155,17.268692355642063,246246,451127,2015-01-02,11:20:00
2015-01-02 11:25:00,100.0,16.428708032927975,16.00280664991129,220730,158710,2015-01-02,11:25:00
2015-01-02 11:30:00,100.0,9.876364056615035,15.684776244627855,135112,390940,2015-01-02,11:30:00
2015-01-02 11:35:00,100.0,13.869994186944941,18.043129705072996,163269,180795,2015-01-02,11:35:00
2015-01-02 11:40:00,100.0,14.740459107310512,18.528064159479626,312339,205474,2015-01-02,11:40:00
2015-01-02 11:45:00,100.0,12.953701685147319,14.95556405806403,194404,365417,2015-01-02,11:45:00
2015-01-02 11:50:00,100.0,13.336730807049538,11.940454409507826,231047,235085,2015-01-02,11:50:00
2015-01-02 11:55:00,100.0,14.694967918994436,15.842082520743809,454541,368255,2015-01-02,11:55:00
2015-01-02 12:00:00,100.0,14.553694678343012,15.512226096919278,104546,272199,2015-01-02,12:00:00
2015-01-02 12:05:00,100.0,15.923427814910418,17.645668309031482,479677,128345,2015-01-02,12:05:00
2015-01-02 12:10:00,100.0,12.361957178199436,15.739782439313396,367607,303334,2015-01-02,12:10:00
2015-01-02 12:15:00,100.0,13.50272587787676,13.780945901715057,255383,165350,2015-01-02,12:15:00
2015-01-02 12:20:00,100.0,13.827100158704104,18.086109489391315,300994,198110,2015-01-02,12:20:00
2015-01-02 12:25:00,100.0,16.903540780707026,14.213948884166507,369815,269170,2015-01-02,12:25:00
2015-01-02 12:30:00,100.0,13.173575462675851,17.974052571933676,216922,151574,2015-01-02,12:30:00
2015-01-02 12:35:00,100.0,14.318843945732322,16.272461362223776,286711,124885,2015-01-02,12:35:00
2015-01-02 12:40:00,100.0,12.110665635585548,14.246300837668004,494791,134938,2015-01-02,12:40:00
2015-01-02 12:45:00,100.0,13.772458421473576,11.795340415120247,423293,334933,2015-01-02,12:45:00
2015-01-02 12:50:00,100.0,15.275552191239356,15.684012481278218,145595,109384,2015-01-02,12:50:00
2015-01-02 12:55:00,100.0,13.91257460134005,19.81265589148366,282138,446472,2015-01-02,12:55:00
2015-01-02 13:00:00,100.0,14.614179432257949,14.576824845855947,126200,135067,2015-01-02,13:00:00
2015-01-02 13:05:00,100.0,16.675719949683426,18.607326958655975,347892,373067,2015-01-02,13:05:00
2015-01-02 13:10:00,100.0,15.964779627607067,16.8962480653821,284576,457806,2015-01-02,13:10:00
2015-01-02 13:15:00,100.0,12.362278491296255,15.062835550642346,198043,491355,2015-01-02,13:15:00
2015-01-02 13:20:00,100.0,10.825513461431292,13.655108789743721,460847,131595,2015-01-02,13:20:00
2015-01-02 13:25:00,100.0,16.071440500345098,14.49525764122054,152736,472986,2015-01-02,13:25:00
2015-01-02 13:30:00,100.0,15.901389479633119,15.593687969647412,301133,288156,2015-01-02,13:30:00
2015-01-02 13:35:00,100.0,12.073607385121495,16.335898513137042,466010,311135,2015-01-02,13:35:00
2015-01-02 13:40:00,100.0,14.189842876488225,15.662096669016863,450097,438555,2015-01-02,13:40:00
2015-01-02 13:45:00,100.0,16.54146600182928,14.87907084905322,315302,212385,2015-01-02,13:45:00
2015-01-02 13:50:00,100.0,14.953075133549808,13.465523676061917,115100,372297,2015-01-02,13:50:00
2015-01-02 13:55:00,100.0,13.137290178675668,14.742829344820187,435566,295500,2015-01-02,13:55:00
2015-01-02 14:00:00,100.0,17.651437632377075,13.860025458246955,188470,417416,2015-01-02,14:00:00
2015-01-02 14:05:00,100.0,13.831092599015687,15.392406980851993,273587,198361,2015-01-02,14:05:00
2015-01-02 14:10:00,100.0,15.646102699865164,13.630182495928024,329968,448815,2015-01-02,14:10:00
2015-01-02 14:15:00,100.0,13.692686384141194,16.341882425541954,225457,152639,2015-01-02,14:15:00
2015-01-02 14:20:00,100.0,16.441328965070134,18.71156458144551,304338,468730,2015-01-02,14:20:00
2015-01-02 14:25:00,100.0,14.697300540139324,20.28322494002662,176085,366575,2015-01-02,14:25:00
2015-01-02 14:30:00,100.0,15.78048659862686,14.348734280691893,144972,243592,2015-01-02,14:30:00
2015-01-02 14:35:00,100.0,16.008874453263704,14.710897933597824,200594,350128,2015-01-02,14:35:00
2015-01-02 14:40:00,100.0,16.199687496177713,16.567984834478622,101913,118029,2015-01-02,14:40:00
2015-01-02 14:45:00,100.0,16.572744906244473,12.090516407832967,403484,464150,2015-01-02,14:45:00
2015-01-02 14:50:00,100.0,17.57438145860577,17.897458586620452,486214,128589,2015-01-02,14:50:00
2015-01-02 14:55:00,100.0,12.639451004939339,16.149282041936495,278472,110786,2015-01-02,14:55:00
2015-01-02 15:00:00,100.0,18.035655031410062,15.810127526476604,136705,187946,2015-01-02,15:00:00
2015-01-02 15:05:00,100.0,15.010828041676762,15.15237450939722,176887,324541,2015-01-02,15:05:00
2015-01-02 15:10:00,100.0,17.246120103109654,16.878823302399496,271276,322393,2015-01-02,15:10:00
2015-01-02 15:15:00,100.0,16.851278703681057,16.2607253353876,312172,308679,2015-01-02,15:15:00
2015-01-02 15:20:00,100.0,12.030242722086452,15.362573285870225,212600,235687,2015-01-02,15:20:00
2015-01-02 15:25:00,100.0,17.91015451040626,15.204957244693151,335246,486190,2015-01-02,15:25:00
2015-01-02 15:30:00,100.0,14.958494256112555,16.794278860134696,331182,231196,2015-01-02,15:30:00
2015-01-03 09:15:00,100.0,15.83548159696186,14.380027261394781,476335,100045,2015-01-03,09:15:00
2015-01-03 09:20:00,100.0,15.299255394343852,19.11155691839644,498652,331217,2015-01-03,09:20:00
2015-01-03 09:25:00,100.0,14.805568934953822,17.288847858118782,278317,478813,2015-01-03,09:25:00
2015-01-03 09:30:00,100.0,12.87202204839115,17.113830758705312,109961,338617,2015-01-03,09:30:00
2015-01-03 09:35:00,100.0,12.753159412251625,17.233059295329245,309098,243733,2015-01-03,09:35:00
2015-01-03 09:40:00,100.0,13.753388716658593,20.12901446398065,456952,212616,2015-01-03,09:40:00
2015-01-03 09:45:00,100.0,15.1739565344344,18.397063831521344,153879,147003,2015-01-03,09:45:00
2015-01-03 09:50:00,100.0,17.065486258440806,13.405328385756741,256629,255376,2015-01-03,09:50:00
2015-01-03 09:55:00,100.0,15.233727893760404,16.198126538591318,358883,189431,2015-01-03,09:55:00
2015-01-03 10:00:00,100.0,15.030658244049855,13.595590866039805,307715,127645,2015-01-03,10:00:00
2015-01-03 10:05:00,100.0,16.239503349732118,16.697616899301682,452739,163079,2015-01-03,10:05:00
2015-01-03 10:10:00,100.0,13.801880886806694,12.290672336778705,401878,393499,2015-01-03,10:10:00
2015-01-03 10:15:00,100.0,13.133170065926993,18.95359745439377,460334,421844,2015-01-03,10:15:00
2015-01-03 10:20:00,100.0,14.619634327957058,15.87567643589739,276920,348588,2015-01-03,10:20:00
2015-01-03 10:25:00,100.0,15.974119245845598,15.284422922936933,377263,323182,2015-01-03,10:25:00
2015-01-03 10:30:00,100.0,16.502378396667666,16.269777779734937,302735,415921,2015-01-03,10:30:00
2015-01-03 10:35:00,100.0,9.656699493187705,14.011304265126144,109153,181164,2015-01-03,10:35:00
2015-01-03 10:40:00,100.0,16.13418757123757,16.11677656109598,282210,473250,2015-01-03,10:40:00
2015-01-03 10:45:00,100.0,16.34674390215621,15.617254116496863,170598,494776,2015-01-03,10:45:00
2015-01-03 10:50:00,100.0,14.919306092346007,14.092547848683646,481416,469492,2015-01-03,10:50:00
2015-01-03 10:55:00,100.0,14.303565340328195,12.04900065022559,384484,421126,2015-01-03,10:55:00
2015-01-03 11:00:00,100.0,15.313335916000398,16.376176448693272,477811,295852,2015-01-03,11:00:00
2015-01-03 11:05:00,100.0,17.182263312078224,17.16117070668258,448299,210907,2015-01-03,11:05:00
2015-01-03 11:10:00,100.0,17.18532764457802,10.944883308395958,328203,124689,2015-01-03,11:10:00
2015-01-03 11:15:00,100.0,14.96329745616113,13.971309209276882,298735,159965,2015-01-03,11:15:00
2015-01-03 11:20:00,100.0,17.077924224199503,14.568991699276637,383551,202084,2015-01-03,11:20:00
2015-01-03 11:25:00,100.0,14.015150233509534,16.165492336142954,216331,478041,2015-01-03,11:25:00
2015-01-03 11:30:00,100.0,12.395438043916286,15.58279309033613,249720,107170,2015-01-03,11:30:00
2015-01-03 11:35:00,100.0,14.451505901075661,19.090401387503356,245311,274866,2015-01-03,11:35:00
2015-01-03 11:40:00,100.0,13.277694529726773,17.930928708749086,269241,215920,2015-01-03,11:40:00
2015-01-03 11:45:00,100.0,14.440435091776509,11.663917915234812,144011,190836,2015-01-03,11:45:00
2015-01-03 11:50:00,100.0,18.480794882675347,14.261294636477642,281596,351363,2015-01-03,11:50:00
2015-01-03 11:55:00,100.0,14.974017701741609,15.059306513235358,174536,254887,2015-01-03,11:55:00
2015-01-03 12:00:00,100.0,17.3884634914966,15.52157256003506,498840,375738,2015-01-03,12:00:00
2015-01-03 12:05:00,100.0,14.465264243305548,17.688255183512275,158635,444127,2015-01-03,12:05:00
2015-01-03 12:10:00,100.0,14.727851091853061,14.273710449076223,469226,199497,2015-01-03,12:10:00
2015-01-03 12:15:00,100.0,12.300398078253227,17.15710801363906,211831,328808,2015-01-03,12:15:00
2015-01-03 12:20:00,100.0,15.905814245472508,15.773200715671827,198421,104986,2015-01-03,12:20:00
2015-01-03 12:25:00,100.0,14.691855641964406,15.205227267804144,176508,249935,2015-01-03,12:25:00
2015-01-03 12:30:00,100.0,12.612181305366704,13.630837120955285,331379,352779,2015-01-03,12:30:00
2015-01-03 12:35:00,100.0,12.338624157933362,16.930916947933124,133023,319810,2015-01-03,12:35:00
2015-01-03 12:40:00,100.0,15.241077507637355,16.595288558056502,262901,360127,2015-01-03,12:40:00
2015-01-03 12:45:00,100.0,12.805679583910432,18.77507018399775,300949,159243,2015-01-03,12:45:00
2015-01-03 12:50:00,100.0,13.593868333800879,14.484183197326686,350932,490063,2015-01-03,12:50:00
2015-01-03 12:55:00,100.0,14.13347039489116,18.855035502873527,358856,153661,2015-01-03,12:55:00
2015-01-03 13:00:00,100.0,12.754169809712307,14.09959250979339,470910,255397,2015-01-03,13:00:00
2015-01-03 13:05:00,100.0,11.76272032011942,15.739444848721156,201042,173214,2015-01-03,13:05:00
2015-01-03 13:10:00,100.0,16.55952110534013,14.97318106449992,259573,498158,2015-01-03,13:10:00
2015-01-03 13:15:00,100.0,15.608678972856147,16.965892231095147,494017,346853,2015-01-03,13:15:00
2015-01-03 13:20:00,100.0,15.227439775937864,19.610961277970713,404617,315601,2015-01-03,13:20:00
2015-01-03 13:25:00,100.0,13.191610035136305,16.861785029509697,290649,361059,2015-01-03,13:25:00
2015-01-03 13:30:00,100.0,16.785020648386254,16.34871562644761,257223,470177,2015-01-03,13:30:00
2015-01-03 13:35:00,100.0,17.130838368961506,18.207288354394947,429420,201431,2015-01-03,13:35:00
2015-01-03 13:40:00,100.0,17.18090624037267,19.287956864600567,183418,415245,2015-01-03,13:40:00
2015-01-03 13:45:00,100.0,15.798891315028648,15.419420355711585,336627,325966,2015-01-03,13:45:00
2015-01-03 13:50:00,100.0,11.733965901880117,17.496836233142297,352557,488581,2015-01-03,13:50:00
2015-01-03 13:55:00,100.0,16.67520003173499,15.799193674208732,444444,186664,2015-01-03,13:55:00
2015-01-03 14:00:00,100.0,12.254911456131921,14.58815119127278,186714,289490,2015-01-03,14:00:00
2015-01-03 14:05:00,100.0,13.497671947059356,18.680762644179836,257467,192854,2015-01-03,14:05:00
2015-01-03 14:10:00,100.0,17.187792871085897,18.009555753655135,495205,116235,2015-01-03,14:10:00
2015-01-03 14:15:00,100.0,15.015753289948638,18.2677629244616,462514,160404,2015-01-03,14:15:00
2015-01-03 14:20:00,100.0,14.002619822134214,14.816196103992779,334113,383203,2015-01-03,14:20:00
2015-01-03 14:25:00,100.0,16.14441477803561,16.747928405472003,399818,456712,2015-01-03,14:25:00
2015-01-03 14:30:00,100.0,14.41244306540048,15.098940146417673,290153,230058,2015-01-03,14:30:00
2015-01-03 14:35:00,100.0,16.073433923106222,15.253574636768809,199228,492695,2015-01-03,14:35:00
2015-01-03 14:40:00,100.0,17.843631957319243,16.16662542401521,299861,327466,2015-01-03,14:40:00
2015-01-03 14:45:00,100.0,16.635941744219643,14.762508837413035,105887,109747,2015-01-03,14:45:00
2015-01-03 14:50:00,100.0,17.45747863045782,16.66765870279551,381277,260886,2015-01-03,14:50:00
2015-01-03 14:55:00,100.0,17.970195646298983,12.796685337508485,173875,283912,2015-01-03,14:55:00
2015-01-03 15:00:00,100.0,17.73944212227667,16.69628956052652,183980,104977,2015-01-03,15:00:00
2015-01-03 15:05:00,100.0,16.342732706692182,18.273525820955708,198701,225567,2015-01-03,15:05:00
2015-01-03 15:10:00,100.0,10.886868787356144,14.11911275839028,320830,430659,2015-01-03,15:10:00
2015-01-03 15:15:00,100.0,13.995488540795264,17.766032339789565,341272,499021,2015-01-03,15:15:00
2015-01-03 15:20:00,100.0,16.105702523280403,15.355433810694823,263945,111190,2015-01-03,15:20:00
2015-01-03 15:25:00,100.0,12.632707322963167,18.9615850119155,335705,171798,2015-01-03,15:25:00
2015-01-03 15:30:00,100.0,12.698128447156954,18.36501777876129,336412,228973,2015-01-03,15:30:00
2015-01-04 09:15:00,100.0,13.327002360452795,13.939692008547722,162499,311642,2015-01-04,09:15:00
2015-01-04 09:20:00,100.0,15.479749038171546,13.109194291449517,368343,454451,2015-01-04,09:20:00
2015-01-04 09:25:00,100.0,16.607407891303477,17.718211218471325,239734,436927,2015-01-04,09:25:00
2015-01-04 09:30:00,100.0,13.900165068614605,16.956542167028616,302262,214766,2015-01-04,09:30:00
2015-01-04 09:35:00,100.0,14.351268338570918,17.747376900422687,350246,240959,2015-01-04,09:35:00
2015-01-04 09:40:00,100.0,10.838044596560525,15.489099896577175,206156,415822,2015-01-04,09:40:00
2015-01-04 09:45:00,100.0,10.14374348755697,18.588743633797588,438262,210061,2015-01-04,09:45:00
2015-01-04 09:50:00,100.0,15.27711064808544,19.092005537148616,458929,125944,2015-01-04,09:50:00
2015-01-04 09:55:00,100.0,17.65498321154645,12.681763557811191,279244,339977,2015-01-04,09:55:00
2015-01-04 10:00:00,100.0,16.576550913337478,13.54357708583997,209503,291738,2015-01-04,10:00:00
2015-01-04 10:05:00,100.0,16.737036288155387,17.480037876227037,176872,108548,2015-01-04,10:05:00
2015-01-04 10:10:00,100.0,16.256062318417666,12.562121208580319,310553,136690,2015-01-04,10:10:00
2015-01-04 10:15:00,100.0,15.966105397257797,14.52087730987682,480096,139941,2015-01-04,10:15:00
2015-01-04 10:20:00,100.0,14.089744931780082,17.15083373076424,221128,357771,2015-01-04,10:20:00
2015-01-04 10:25:00,100.0,17.220543392418083,17.648500104067544,334750,115059,2015-01-04,10:25:00
2015-01-04 10:30:00,100.0,17.32730670189851,16.32137969755299,198510,263355,2015-01-04,10:30:00
2015-01-04 10:35:00,100.0,16.189550083963443,17.297027636516887,412371,166750,2015-01-04,10:35:00
2015-01-04 10:40:00,100.0,16.717480483073725,18.826053079931746,252477,432998,2015-01-04,10:40:00
2015-01-04 10:45:00,100.0,19.874457954216798,17.396254504293275,443733,440367,2015-01-04,10:45:00
2015-01-04 10:50:00,100.0,14.27529077302145,15.610382356917071,341833,321739,2015-01-04,10:50:00
2015-01-04 10:55:00,100.0,12.799350647665026,16.6502278467947,215816,205402,2015-01-04,10:55:00
2015-01-04 11:00:00,100.0,20.882766878863258,17.793857811954826,393097,107836,2015-01-04,11:00:00
2015-01-04 11:05:00,100.0,15.739168264769235,15.488395344793746,313196,291090,2015-01-04,11:05:00
2015-01-04 11:10:00,100.0,13.584540892676177,19.648061842525447,309634,255632,2015-01-04,11:10:00
2015-01-04 11:15:00,100.0,14.213073660007636,13.632500159358894,463591,499764,2015-01-04,11:15:00
2015-01-04 11:20:00,100.0,14.08226431358592,13.55381247861711,414085,139884,2015-01-04,11:20:00
2015-01-04 11:25:00,100.0,15.404984940659842,17.792884225260813,109573,483224,2015-01-04,11:25:00
2015-01-04 11:30:00,100.0,18.337276279076868,13.926861151318214,244044,285005,2015-01-04,11:30:00
2015-01-04 11:35:00,100.0,12.116336752207076,15.660331107557028,296664,237867,2015-01-04,11:35:00
2015-01-04 11:40:00,100.0,14.352104755030062,9.316914321214725,264152,164068,2015-01-04,11:40:00
2015-01-04 11:45:00,100.0,13.21339642373807,18.069401798759504,258377,293535,2015-01-04,11:45:00
2015-01-04 11:50:00,100.0,14.973640724508298,12.931277788318837,147281,104038,2015-01-04,11:50:00
2015-01-04 11:55:00,100.0,13.994091729654796,17.052369837334574,227488,188684,2015-01-04,11:55:00
2015-01-04 12:00:00,100.0,16.970084114238905,11.672570050311432,462513,228247,2015-01-04,12:00:00
2015-01-04 12:05:00,100.0,12.38661763328893,20.06928683899869,456798,137377,2015-01-04,12:05:00
2015-01-04 12:10:00,100.0,19.042816258389763,12.542129990594018,417392,273486,2015-01-04,12:10:00
2015-01-04 12:15:00,100.0,15.0460516812777,17.899489597034695,221354,417536,2015-01-04,12:15:00
2015-01-04 12:20:00,100.0,15.512493373771138,14.320844528341613,416422,471813,2015-01-04,12:20:00
2015-01-04 12:25:00,100.0,11.47054056460358,13.503428940550767,351633,364541,2015-01-04,12:25:00
2015-01-04 12:30:00,100.0,14.227905125569206,16.66781197584956,237589,172241,2015-01-04,12:30:00
